case_id,crime_id,crime_type,crime_category,ipc_sections,bns_sections,severity,incident_date,incident_time,reported_date,state,district,police_station,case_status,description,synthetic_flag
CASE-000281,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-08-14,19:38,2023-08-16,Tamil Nadu,District-30,PS-16,Open,Synthetic investigation scenario,true
CASE-000282,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-07-14,16:48,2023-07-15,Delhi,District-13,PS-20,Closed,Synthetic investigation scenario,true
CASE-000283,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-10-16,11:18,2023-10-17,Telangana,District-22,PS-21,Under Investigation,Synthetic investigation scenario,true
CASE-000284,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-06-22,13:30,2023-06-24,Uttar Pradesh,District-13,PS-17,Closed,Synthetic investigation scenario,true
CASE-000285,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-03-31,10:02,2023-04-02,West Bengal,District-32,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000286,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-04-14,08:10,2023-04-15,Tamil Nadu,District-33,PS-13,Closed,Synthetic investigation scenario,true
CASE-000287,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-11-22,09:26,2023-11-23,Gujarat,District-07,PS-18,Charge-sheeted,Synthetic investigation scenario,true
CASE-000288,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-07-21,16:55,2023-07-23,Kerala,District-13,PS-17,Under Investigation,Synthetic investigation scenario,true
CASE-000289,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-04-04,02:16,2023-04-05,Karnataka,District-11,PS-08,Charge-sheeted,Synthetic investigation scenario,true
CASE-000290,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-11-12,09:34,2023-11-12,West Bengal,District-38,PS-13,Closed,Synthetic investigation scenario,true
CASE-000291,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-07-25,10:13,2023-07-26,Rajasthan,District-32,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000292,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-09,06:12,2023-08-10,Kerala,District-32,PS-24,Charge-sheeted,Synthetic investigation scenario,true
CASE-000293,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-10-30,20:54,2023-10-31,Maharashtra,District-08,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000294,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-12-06,03:01,2023-12-07,Uttar Pradesh,District-05,PS-20,Closed,Synthetic investigation scenario,true
CASE-000295,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-11-28,06:20,2023-11-29,Delhi,District-26,PS-17,Closed,Synthetic investigation scenario,true
CASE-000296,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-09-28,17:42,2023-09-29,Delhi,District-15,PS-02,Under Investigation,Synthetic investigation scenario,true
CASE-000297,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-09-19,04:25,2023-09-20,Gujarat,District-27,PS-25,Charge-sheeted,Synthetic investigation scenario,true
CASE-000298,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-08-15,12:12,2023-08-16,Maharashtra,District-13,PS-25,Open,Synthetic investigation scenario,true
CASE-000299,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-02-21,11:56,2023-02-22,Telangana,District-02,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000300,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-12-02,21:06,2023-12-03,Telangana,District-07,PS-16,Closed,Synthetic investigation scenario,true
CASE-000301,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-04-16,05:19,2023-04-17,Maharashtra,District-34,PS-18,Open,Synthetic investigation scenario,true
CASE-000302,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-11-08,11:25,2023-11-08,Gujarat,District-35,PS-07,Charge-sheeted,Synthetic investigation scenario,true
CASE-000303,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-04-23,23:11,2023-04-24,Delhi,District-03,PS-14,Under Investigation,Synthetic investigation scenario,true
CASE-000304,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-03-04,04:59,2023-03-05,Delhi,District-35,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000305,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-03-10,09:18,2023-03-12,Gujarat,District-38,PS-16,Charge-sheeted,Synthetic investigation scenario,true
CASE-000306,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-04-13,02:31,2023-04-14,Kerala,District-28,PS-11,Closed,Synthetic investigation scenario,true
CASE-000307,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-01-14,22:35,2023-01-16,Karnataka,District-06,PS-15,Closed,Synthetic investigation scenario,true
CASE-000308,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-11-14,08:54,2023-11-15,Delhi,District-13,PS-24,Open,Synthetic investigation scenario,true
CASE-000309,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-02-15,22:08,2023-02-17,Maharashtra,District-15,PS-23,Charge-sheeted,Synthetic investigation scenario,true
CASE-000310,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-07-29,02:31,2023-07-29,Tamil Nadu,District-27,PS-20,Closed,Synthetic investigation scenario,true
CASE-000311,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-03-01,04:10,2023-03-02,Delhi,District-25,PS-16,Open,Synthetic investigation scenario,true
CASE-000312,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-08-15,17:13,2023-08-17,Gujarat,District-13,PS-07,Open,Synthetic investigation scenario,true
CASE-000313,THEFT,THEFT,Property Crime,,,MEDIUM,2023-03-17,17:25,2023-03-18,Gujarat,District-13,PS-03,Under Investigation,Synthetic investigation scenario,true
CASE-000314,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-01-11,08:09,2023-01-13,West Bengal,District-15,PS-14,Charge-sheeted,Synthetic investigation scenario,true
CASE-000315,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-11-04,19:52,2023-11-06,Uttar Pradesh,District-31,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000316,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-09-29,08:58,2023-09-29,Delhi,District-39,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000317,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-06-29,07:51,2023-06-30,Delhi,District-07,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000318,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-02-04,04:07,2023-02-05,Delhi,District-18,PS-19,Charge-sheeted,Synthetic investigation scenario,true
CASE-000319,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-11-08,15:53,2023-11-09,West Bengal,District-19,PS-08,Closed,Synthetic investigation scenario,true
CASE-000320,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-04-20,20:48,2023-04-21,Maharashtra,District-36,PS-09,Open,Synthetic investigation scenario,true
CASE-000321,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-02-03,19:38,2023-02-04,Maharashtra,District-40,PS-21,Open,Synthetic investigation scenario,true
CASE-000322,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-07-20,05:48,2023-07-20,Uttar Pradesh,District-40,PS-09,Closed,Synthetic investigation scenario,true
CASE-000323,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-05-25,16:21,2023-05-26,Uttar Pradesh,District-16,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000324,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-09-19,00:00,2023-09-20,Gujarat,District-37,PS-10,Charge-sheeted,Synthetic investigation scenario,true
CASE-000325,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-03-12,05:48,2023-03-12,Tamil Nadu,District-38,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000326,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-01-22,01:46,2023-01-23,Delhi,District-06,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000327,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-04-03,22:07,2023-04-05,Kerala,District-23,PS-19,Open,Synthetic investigation scenario,true
CASE-000328,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-08-11,21:42,2023-08-13,Rajasthan,District-02,PS-18,Charge-sheeted,Synthetic investigation scenario,true
CASE-000329,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-08-18,11:08,2023-08-19,Kerala,District-15,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000330,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-09-18,05:28,2023-09-18,Rajasthan,District-12,PS-12,Open,Synthetic investigation scenario,true
CASE-000331,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-08-29,00:03,2023-08-30,Delhi,District-32,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000332,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-08-04,02:44,2023-08-05,Delhi,District-23,PS-08,Open,Synthetic investigation scenario,true
CASE-000333,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-04-21,02:11,2023-04-21,Tamil Nadu,District-26,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000334,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-03,10:37,2023-05-03,Delhi,District-23,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000335,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-11-12,23:07,2023-11-13,Gujarat,District-23,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000336,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-12-20,09:14,2023-12-21,West Bengal,District-28,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000337,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-05-13,21:41,2023-05-14,Telangana,District-28,PS-18,Closed,Synthetic investigation scenario,true
CASE-000338,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-03-29,17:28,2023-03-29,Delhi,District-36,PS-15,Charge-sheeted,Synthetic investigation scenario,true
CASE-000339,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-10-26,22:29,2023-10-27,Delhi,District-11,PS-18,Open,Synthetic investigation scenario,true
CASE-000340,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-10-01,13:45,2023-10-02,Rajasthan,District-31,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000341,THEFT,THEFT,Property Crime,,,MEDIUM,2023-02-05,00:22,2023-02-05,Karnataka,District-08,PS-09,Open,Synthetic investigation scenario,true
CASE-000342,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-09-18,08:58,2023-09-19,Tamil Nadu,District-26,PS-20,Closed,Synthetic investigation scenario,true
CASE-000343,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-09-17,03:02,2023-09-18,Karnataka,District-34,PS-07,Under Investigation,Synthetic investigation scenario,true
CASE-000344,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-07-26,06:58,2023-07-28,Tamil Nadu,District-07,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000345,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-03-01,09:52,2023-03-01,Delhi,District-06,PS-05,Open,Synthetic investigation scenario,true
CASE-000346,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-04-02,16:36,2023-04-04,Kerala,District-35,PS-22,Open,Synthetic investigation scenario,true
CASE-000347,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-07-09,17:06,2023-07-10,Karnataka,District-38,PS-23,Open,Synthetic investigation scenario,true
CASE-000348,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-02-23,19:59,2023-02-25,West Bengal,District-18,PS-15,Charge-sheeted,Synthetic investigation scenario,true
CASE-000349,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-07-05,13:49,2023-07-07,Gujarat,District-19,PS-14,Open,Synthetic investigation scenario,true
CASE-000350,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-05-09,10:24,2023-05-09,Kerala,District-36,PS-23,Closed,Synthetic investigation scenario,true
CASE-000351,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-01-19,01:23,2023-01-19,Gujarat,District-25,PS-18,Under Investigation,Synthetic investigation scenario,true
CASE-000352,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-07-22,07:03,2023-07-24,Delhi,District-40,PS-12,Closed,Synthetic investigation scenario,true
CASE-000353,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-04-14,18:50,2023-04-16,Karnataka,District-01,PS-17,Under Investigation,Synthetic investigation scenario,true
CASE-000354,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-09-24,21:38,2023-09-25,Kerala,District-29,PS-08,Open,Synthetic investigation scenario,true
CASE-000355,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-07-03,20:17,2023-07-04,Rajasthan,District-31,PS-19,Closed,Synthetic investigation scenario,true
CASE-000356,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-02-10,22:59,2023-02-12,Karnataka,District-31,PS-21,Open,Synthetic investigation scenario,true
CASE-000357,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-09-25,06:35,2023-09-26,Uttar Pradesh,District-33,PS-01,Charge-sheeted,Synthetic investigation scenario,true
CASE-000358,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-03-28,10:55,2023-03-28,Maharashtra,District-16,PS-07,Under Investigation,Synthetic investigation scenario,true
CASE-000359,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-09-23,16:40,2023-09-25,Gujarat,District-37,PS-12,Open,Synthetic investigation scenario,true
CASE-000360,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-08-22,05:58,2023-08-23,Delhi,District-18,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000361,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-09-26,09:49,2023-09-26,West Bengal,District-32,PS-16,Closed,Synthetic investigation scenario,true
CASE-000362,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-10-03,12:55,2023-10-04,Karnataka,District-33,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000363,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-02-09,21:53,2023-02-11,Kerala,District-17,PS-18,Charge-sheeted,Synthetic investigation scenario,true
CASE-000364,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-05-06,03:36,2023-05-07,Tamil Nadu,District-08,PS-08,Open,Synthetic investigation scenario,true
CASE-000365,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-02-18,18:22,2023-02-20,West Bengal,District-15,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000366,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-02-28,02:19,2023-02-28,Kerala,District-10,PS-20,Closed,Synthetic investigation scenario,true
CASE-000367,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-06-12,09:14,2023-06-12,Maharashtra,District-35,PS-07,Charge-sheeted,Synthetic investigation scenario,true
CASE-000368,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-06-16,03:30,2023-06-17,Kerala,District-03,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000369,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-08-31,09:51,2023-09-02,Tamil Nadu,District-28,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000370,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-09-25,21:17,2023-09-26,Delhi,District-30,PS-20,Under Investigation,Synthetic investigation scenario,true
CASE-000371,THEFT,THEFT,Property Crime,,,MEDIUM,2023-01-18,10:04,2023-01-19,Uttar Pradesh,District-05,PS-06,Closed,Synthetic investigation scenario,true
CASE-000372,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-07-03,15:47,2023-07-03,Rajasthan,District-05,PS-21,Closed,Synthetic investigation scenario,true
CASE-000373,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-07-10,17:10,2023-07-11,Uttar Pradesh,District-15,PS-13,Closed,Synthetic investigation scenario,true
CASE-000374,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-01-11,13:36,2023-01-13,Delhi,District-12,PS-08,Closed,Synthetic investigation scenario,true
CASE-000375,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-09-25,18:16,2023-09-26,Telangana,District-13,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000376,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-10-17,03:34,2023-10-17,Maharashtra,District-03,PS-25,Open,Synthetic investigation scenario,true
CASE-000377,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-01-23,14:17,2023-01-24,Telangana,District-10,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000378,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-12-04,03:27,2023-12-04,Rajasthan,District-07,PS-22,Under Investigation,Synthetic investigation scenario,true
CASE-000379,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-05-02,19:43,2023-05-03,Rajasthan,District-08,PS-10,Open,Synthetic investigation scenario,true
CASE-000380,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-07-21,01:44,2023-07-21,Maharashtra,District-38,PS-07,Closed,Synthetic investigation scenario,true
CASE-000381,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-01-29,15:06,2023-01-31,Uttar Pradesh,District-34,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000382,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-01-19,14:05,2023-01-20,Delhi,District-24,PS-11,Open,Synthetic investigation scenario,true
CASE-000383,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-12-10,06:13,2023-12-10,Delhi,District-21,PS-08,Under Investigation,Synthetic investigation scenario,true
CASE-000384,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-09-02,12:02,2023-09-03,Maharashtra,District-25,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000385,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-09-24,03:40,2023-09-25,Telangana,District-23,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000386,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-02-16,02:16,2023-02-17,Uttar Pradesh,District-36,PS-14,Under Investigation,Synthetic investigation scenario,true
CASE-000387,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-01-19,09:20,2023-01-19,Uttar Pradesh,District-19,PS-09,Charge-sheeted,Synthetic investigation scenario,true
CASE-000388,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-02-27,20:26,2023-02-28,Kerala,District-30,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000389,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-11-19,14:18,2023-11-20,Maharashtra,District-13,PS-01,Closed,Synthetic investigation scenario,true
CASE-000390,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-04-23,00:32,2023-04-23,Karnataka,District-29,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000391,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-10-25,06:11,2023-10-25,Tamil Nadu,District-26,PS-21,Open,Synthetic investigation scenario,true
CASE-000392,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-02-23,15:49,2023-02-24,West Bengal,District-22,PS-06,Charge-sheeted,Synthetic investigation scenario,true
CASE-000393,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-09-28,04:29,2023-09-29,Delhi,District-36,PS-07,Open,Synthetic investigation scenario,true
CASE-000394,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-07-09,07:26,2023-07-10,Delhi,District-31,PS-05,Open,Synthetic investigation scenario,true
CASE-000395,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-10-18,15:50,2023-10-19,Delhi,District-31,PS-10,Closed,Synthetic investigation scenario,true
CASE-000396,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-09-05,19:24,2023-09-07,Maharashtra,District-28,PS-20,Open,Synthetic investigation scenario,true
CASE-000397,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-05-11,17:12,2023-05-13,Rajasthan,District-28,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000398,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-07-08,21:05,2023-07-09,West Bengal,District-17,PS-08,Open,Synthetic investigation scenario,true
CASE-000399,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-05-28,16:44,2023-05-29,Telangana,District-16,PS-25,Closed,Synthetic investigation scenario,true
CASE-000400,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-03-29,18:40,2023-03-30,Maharashtra,District-33,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000401,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-08-05,19:01,2023-08-07,Gujarat,District-22,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000402,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-09-01,22:02,2023-09-03,Uttar Pradesh,District-23,PS-19,Charge-sheeted,Synthetic investigation scenario,true
CASE-000403,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-04-21,14:07,2023-04-22,Uttar Pradesh,District-17,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000404,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-12-02,08:20,2023-12-03,Karnataka,District-12,PS-16,Charge-sheeted,Synthetic investigation scenario,true
CASE-000405,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-09-16,17:18,2023-09-17,Gujarat,District-08,PS-22,Under Investigation,Synthetic investigation scenario,true
CASE-000406,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-12-09,20:56,2023-12-10,West Bengal,District-18,PS-07,Open,Synthetic investigation scenario,true
CASE-000407,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-11-12,15:42,2023-11-13,Karnataka,District-10,PS-06,Open,Synthetic investigation scenario,true
CASE-000408,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-06-04,02:22,2023-06-05,Maharashtra,District-19,PS-24,Charge-sheeted,Synthetic investigation scenario,true
CASE-000409,THEFT,THEFT,Property Crime,,,MEDIUM,2023-07-30,21:57,2023-08-01,Karnataka,District-07,PS-19,Charge-sheeted,Synthetic investigation scenario,true
CASE-000410,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-09-22,10:16,2023-09-24,Telangana,District-28,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000411,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-12-27,22:56,2023-12-28,Gujarat,District-23,PS-16,Closed,Synthetic investigation scenario,true
CASE-000412,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-12-07,07:34,2023-12-09,West Bengal,District-08,PS-20,Open,Synthetic investigation scenario,true
CASE-000413,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-10-31,11:24,2023-11-02,Delhi,District-21,PS-17,Open,Synthetic investigation scenario,true
CASE-000414,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-05-05,14:56,2023-05-07,Karnataka,District-26,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000415,THEFT,THEFT,Property Crime,,,MEDIUM,2023-05-25,21:46,2023-05-26,Rajasthan,District-08,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000416,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-06-26,20:42,2023-06-28,Delhi,District-24,PS-09,Charge-sheeted,Synthetic investigation scenario,true
CASE-000417,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-06-16,06:12,2023-06-17,Telangana,District-30,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000418,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-11-22,14:16,2023-11-24,Maharashtra,District-19,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000419,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-08-24,17:38,2023-08-26,Karnataka,District-37,PS-14,Open,Synthetic investigation scenario,true
