location_id,location_type,state,district,city,area,latitude,longitude,address_label,synthetic_flag
LOC-001344,Digital,Telangana,District-12,City-16,Area-080,23.303638,82.29297,Synthetic Location 1344,true
LOC-001345,Road,Telangana,District-12,City-06,Area-115,31.902127,90.378258,Synthetic Location 1345,true
LOC-001346,Warehouse,Karnataka,District-02,City-14,Area-041,15.567637,93.34423,Synthetic Location 1346,true
LOC-001347,Warehouse,Karnataka,District-02,City-06,Area-083,14.45511,68.365886,Synthetic Location 1347,true
LOC-001348,Public,Karnataka,District-02,City-29,Area-054,23.183467,76.128122,Synthetic Location 1348,true
LOC-001349,Digital,Karnataka,District-02,City-11,Area-098,19.651022,83.37243,Synthetic Location 1349,true
LOC-001350,Warehouse,Rajasthan,District-17,City-12,Area-094,26.502556,96.709944,Synthetic Location 1350,true
LOC-001351,Commercial,Rajasthan,District-17,City-13,Area-139,23.782192,74.974309,Synthetic Location 1351,true
LOC-001352,Warehouse,Rajasthan,District-17,City-19,Area-102,33.075328,72.480923,Synthetic Location 1352,true
LOC-001353,Road,Maharashtra,District-02,City-08,Area-011,9.43484,90.011357,Synthetic Location 1353,true
LOC-001354,Residence,Maharashtra,District-02,City-14,Area-101,27.099692,87.660617,Synthetic Location 1354,true
LOC-001355,Public,Maharashtra,District-02,City-23,Area-147,15.515401,80.883757,Synthetic Location 1355,true
LOC-001356,Digital,Karnataka,District-23,City-28,Area-013,28.90667,91.861845,Synthetic Location 1356,true
LOC-001357,Financial,Karnataka,District-23,City-11,Area-055,26.199138,81.191299,Synthetic Location 1357,true
LOC-001358,Residence,Karnataka,District-23,City-22,Area-136,9.603247,78.794348,Synthetic Location 1358,true
LOC-001359,Office,Karnataka,District-23,City-25,Area-149,30.629588,91.400139,Synthetic Location 1359,true
LOC-001360,Digital,Kerala,District-34,City-03,Area-083,26.425821,90.478069,Synthetic Location 1360,true
LOC-001361,Digital,Kerala,District-34,City-26,Area-101,19.594761,83.292596,Synthetic Location 1361,true
LOC-001362,Road,Telangana,District-30,City-30,Area-054,29.558062,70.63395,Synthetic Location 1362,true
LOC-001363,Public,Telangana,District-30,City-03,Area-140,28.192329,71.631603,Synthetic Location 1363,true
LOC-001364,Warehouse,Karnataka,District-39,City-15,Area-029,26.422106,85.367156,Synthetic Location 1364,true
LOC-001365,Financial,Karnataka,District-39,City-09,Area-019,14.222157,77.75771,Synthetic Location 1365,true
LOC-001366,Public,Karnataka,District-39,City-09,Area-054,14.602967,93.780159,Synthetic Location 1366,true
LOC-001367,Public,Gujarat,District-05,City-21,Area-034,20.691143,87.742481,Synthetic Location 1367,true
LOC-001368,Hotel,Gujarat,District-05,City-30,Area-020,8.348512,76.529429,Synthetic Location 1368,true
LOC-001369,Financial,West Bengal,District-15,City-16,Area-149,26.125179,81.924134,Synthetic Location 1369,true
LOC-001370,Road,West Bengal,District-15,City-11,Area-030,13.503938,74.156732,Synthetic Location 1370,true
LOC-001371,Digital,West Bengal,District-15,City-20,Area-105,32.919424,68.496353,Synthetic Location 1371,true
LOC-001372,Hotel,Karnataka,District-03,City-16,Area-137,12.683158,73.090994,Synthetic Location 1372,true
LOC-001373,Hotel,Karnataka,District-03,City-29,Area-141,15.479495,68.62808,Synthetic Location 1373,true
LOC-001374,Road,Karnataka,District-03,City-09,Area-081,24.352604,75.132204,Synthetic Location 1374,true
LOC-001375,Office,Gujarat,District-36,City-04,Area-050,31.16137,81.066749,Synthetic Location 1375,true
LOC-001376,Residence,Gujarat,District-36,City-02,Area-030,32.563885,90.677771,Synthetic Location 1376,true
LOC-001377,Public,Gujarat,District-36,City-01,Area-015,14.672065,89.285814,Synthetic Location 1377,true
LOC-001378,Road,Gujarat,District-36,City-20,Area-070,28.612175,82.84453,Synthetic Location 1378,true
LOC-001379,Road,Uttar Pradesh,District-26,City-16,Area-128,17.443342,91.362012,Synthetic Location 1379,true
LOC-001380,Residence,Uttar Pradesh,District-26,City-20,Area-069,24.324257,92.676948,Synthetic Location 1380,true
LOC-001381,Road,Uttar Pradesh,District-26,City-01,Area-039,16.548854,84.347015,Synthetic Location 1381,true
LOC-001382,Residence,West Bengal,District-39,City-10,Area-010,15.047727,75.393251,Synthetic Location 1382,true
LOC-001383,Financial,West Bengal,District-39,City-21,Area-084,18.857288,75.069505,Synthetic Location 1383,true
LOC-001384,Financial,West Bengal,District-39,City-04,Area-141,26.963184,85.85342,Synthetic Location 1384,true
LOC-001385,Office,Delhi,District-03,City-09,Area-003,9.272993,89.507842,Synthetic Location 1385,true
LOC-001386,Financial,Delhi,District-03,City-29,Area-104,21.753365,69.299613,Synthetic Location 1386,true
LOC-001387,Commercial,Telangana,District-29,City-15,Area-045,28.614935,96.194497,Synthetic Location 1387,true
LOC-001388,Public,Telangana,District-29,City-18,Area-071,19.042918,77.079934,Synthetic Location 1388,true
LOC-001389,Transit,Telangana,District-29,City-19,Area-008,12.984548,68.678067,Synthetic Location 1389,true
LOC-001390,Digital,Maharashtra,District-01,City-07,Area-087,32.565722,88.405548,Synthetic Location 1390,true
LOC-001391,Office,Maharashtra,District-01,City-10,Area-141,17.533363,75.593696,Synthetic Location 1391,true
LOC-001392,Office,Maharashtra,District-19,City-01,Area-022,28.560767,83.337807,Synthetic Location 1392,true
LOC-001393,Commercial,Maharashtra,District-19,City-27,Area-070,14.219539,87.160275,Synthetic Location 1393,true
LOC-001394,Public,Kerala,District-12,City-17,Area-142,17.205547,69.225018,Synthetic Location 1394,true
LOC-001395,Hotel,Kerala,District-12,City-23,Area-111,22.26657,96.832451,Synthetic Location 1395,true
LOC-001396,Commercial,Kerala,District-12,City-09,Area-038,19.67279,87.309986,Synthetic Location 1396,true
LOC-001397,Digital,Rajasthan,District-13,City-26,Area-030,18.600175,82.554991,Synthetic Location 1397,true
LOC-001398,Residence,Rajasthan,District-13,City-09,Area-090,30.320132,79.640691,Synthetic Location 1398,true
LOC-001399,Transit,Rajasthan,District-13,City-16,Area-103,31.504367,78.443437,Synthetic Location 1399,true
LOC-001400,Transit,Rajasthan,District-13,City-13,Area-114,9.118047,93.012755,Synthetic Location 1400,true
LOC-001401,Commercial,Telangana,District-29,City-03,Area-135,22.241429,96.403401,Synthetic Location 1401,true
LOC-001402,Office,Telangana,District-29,City-15,Area-019,24.874555,74.932837,Synthetic Location 1402,true
LOC-001403,Commercial,Telangana,District-29,City-01,Area-099,9.209108,83.495893,Synthetic Location 1403,true
LOC-001404,Office,Telangana,District-29,City-17,Area-073,17.888376,87.729956,Synthetic Location 1404,true
LOC-001405,Transit,West Bengal,District-28,City-26,Area-051,33.474557,74.328625,Synthetic Location 1405,true
LOC-001406,Commercial,West Bengal,District-28,City-02,Area-117,23.178669,85.615556,Synthetic Location 1406,true
LOC-001407,Digital,West Bengal,District-28,City-12,Area-114,8.572444,80.647787,Synthetic Location 1407,true
LOC-001408,Residence,West Bengal,District-28,City-15,Area-045,20.161823,84.074576,Synthetic Location 1408,true
LOC-001409,Commercial,Uttar Pradesh,District-02,City-30,Area-097,23.119188,72.37398,Synthetic Location 1409,true
LOC-001410,Warehouse,Uttar Pradesh,District-02,City-17,Area-067,30.485699,74.54293,Synthetic Location 1410,true
LOC-001411,Office,Uttar Pradesh,District-02,City-17,Area-083,22.968383,72.828632,Synthetic Location 1411,true
LOC-001412,Commercial,Karnataka,District-30,City-07,Area-143,22.445196,90.822787,Synthetic Location 1412,true
LOC-001413,Transit,Karnataka,District-30,City-08,Area-080,19.019569,96.749768,Synthetic Location 1413,true
LOC-001414,Transit,Telangana,District-10,City-24,Area-046,20.203331,87.223401,Synthetic Location 1414,true
LOC-001415,Public,Telangana,District-10,City-03,Area-091,8.034759,75.014301,Synthetic Location 1415,true
LOC-001416,Digital,Telangana,District-21,City-18,Area-053,9.809679,79.233318,Synthetic Location 1416,true
LOC-001417,Warehouse,Telangana,District-21,City-21,Area-142,23.090129,93.410245,Synthetic Location 1417,true
LOC-001418,Residence,Delhi,District-15,City-05,Area-022,13.088602,70.144081,Synthetic Location 1418,true
LOC-001419,Transit,Delhi,District-15,City-24,Area-139,32.722858,68.106639,Synthetic Location 1419,true
LOC-001420,Warehouse,Delhi,District-15,City-13,Area-098,32.59961,70.516291,Synthetic Location 1420,true
LOC-001421,Road,Delhi,District-15,City-08,Area-053,33.942445,72.946189,Synthetic Location 1421,true
LOC-001422,Office,Maharashtra,District-35,City-11,Area-032,30.067885,83.222208,Synthetic Location 1422,true
LOC-001423,Commercial,Maharashtra,District-35,City-29,Area-024,32.349844,69.187654,Synthetic Location 1423,true
LOC-001424,Financial,Maharashtra,District-35,City-23,Area-078,30.372055,82.100852,Synthetic Location 1424,true
LOC-001425,Office,Maharashtra,District-35,City-25,Area-071,31.029291,76.162826,Synthetic Location 1425,true
LOC-001426,Office,Delhi,District-05,City-19,Area-141,22.269534,82.028107,Synthetic Location 1426,true
LOC-001427,Warehouse,Delhi,District-05,City-15,Area-036,8.07963,86.534704,Synthetic Location 1427,true
LOC-001428,Digital,Uttar Pradesh,District-01,City-25,Area-079,33.130869,69.480524,Synthetic Location 1428,true
LOC-001429,Digital,Uttar Pradesh,District-01,City-25,Area-084,16.189297,80.021326,Synthetic Location 1429,true
LOC-001430,Financial,Uttar Pradesh,District-01,City-12,Area-098,8.44596,81.906207,Synthetic Location 1430,true
LOC-001431,Hotel,Uttar Pradesh,District-01,City-03,Area-027,20.183688,68.677801,Synthetic Location 1431,true
LOC-001432,Public,Tamil Nadu,District-25,City-21,Area-082,17.223627,94.052477,Synthetic Location 1432,true
LOC-001433,Residence,Tamil Nadu,District-25,City-07,Area-060,24.010131,78.208333,Synthetic Location 1433,true
LOC-001434,Financial,Tamil Nadu,District-25,City-23,Area-119,16.293774,69.144683,Synthetic Location 1434,true
LOC-001435,Road,Maharashtra,District-08,City-19,Area-018,14.649403,88.87883,Synthetic Location 1435,true
LOC-001436,Transit,Maharashtra,District-08,City-17,Area-012,13.379232,81.659731,Synthetic Location 1436,true
LOC-001437,Office,Maharashtra,District-08,City-29,Area-011,15.293562,85.790186,Synthetic Location 1437,true
LOC-001438,Residence,Maharashtra,District-36,City-28,Area-036,14.890022,95.487392,Synthetic Location 1438,true
LOC-001439,Transit,Maharashtra,District-36,City-05,Area-091,25.87045,91.783673,Synthetic Location 1439,true
LOC-001440,Road,Rajasthan,District-03,City-26,Area-013,24.405042,73.365392,Synthetic Location 1440,true
LOC-001441,Warehouse,Rajasthan,District-03,City-30,Area-090,28.927867,89.640515,Synthetic Location 1441,true
LOC-001442,Commercial,Rajasthan,District-03,City-03,Area-109,29.704776,88.199848,Synthetic Location 1442,true
LOC-001443,Digital,Tamil Nadu,District-36,City-25,Area-058,30.989636,71.996808,Synthetic Location 1443,true
LOC-001444,Commercial,Tamil Nadu,District-36,City-30,Area-100,13.89653,94.580783,Synthetic Location 1444,true
LOC-001445,Residence,Delhi,District-01,City-29,Area-096,15.308834,78.632821,Synthetic Location 1445,true
LOC-001446,Hotel,Delhi,District-01,City-29,Area-108,12.664,75.282525,Synthetic Location 1446,true
LOC-001447,Commercial,Gujarat,District-19,City-29,Area-141,16.4166,88.380089,Synthetic Location 1447,true
LOC-001448,Office,Gujarat,District-19,City-13,Area-143,24.041405,75.631825,Synthetic Location 1448,true
LOC-001449,Financial,Gujarat,District-19,City-18,Area-132,24.451944,83.837728,Synthetic Location 1449,true
LOC-001450,Office,Gujarat,District-19,City-01,Area-113,14.850093,77.371384,Synthetic Location 1450,true
LOC-001451,Residence,Maharashtra,District-30,City-18,Area-020,16.34096,69.190414,Synthetic Location 1451,true
LOC-001452,Transit,Maharashtra,District-30,City-06,Area-072,9.910522,75.084651,Synthetic Location 1452,true
LOC-001453,Commercial,Tamil Nadu,District-18,City-03,Area-133,26.415796,75.01894,Synthetic Location 1453,true
LOC-001454,Commercial,Tamil Nadu,District-18,City-02,Area-148,30.661674,71.860713,Synthetic Location 1454,true
LOC-001455,Hotel,Tamil Nadu,District-18,City-10,Area-015,30.986088,96.607945,Synthetic Location 1455,true
LOC-001456,Road,Tamil Nadu,District-18,City-13,Area-013,31.221872,82.966565,Synthetic Location 1456,true
LOC-001457,Digital,Rajasthan,District-28,City-04,Area-011,23.058239,78.31911,Synthetic Location 1457,true
LOC-001458,Office,Rajasthan,District-28,City-23,Area-031,33.635377,85.076408,Synthetic Location 1458,true
LOC-001459,Road,Rajasthan,District-28,City-17,Area-085,17.973689,74.601648,Synthetic Location 1459,true
LOC-001460,Digital,Rajasthan,District-28,City-12,Area-102,24.785724,84.622264,Synthetic Location 1460,true
LOC-001461,Commercial,Tamil Nadu,District-29,City-28,Area-060,30.212117,81.891542,Synthetic Location 1461,true
LOC-001462,Residence,Tamil Nadu,District-29,City-11,Area-130,8.830958,92.833122,Synthetic Location 1462,true
LOC-001463,Financial,Tamil Nadu,District-29,City-27,Area-067,13.780251,92.212038,Synthetic Location 1463,true
LOC-001464,Digital,Rajasthan,District-06,City-14,Area-127,31.992216,93.128149,Synthetic Location 1464,true
LOC-001465,Transit,Rajasthan,District-06,City-12,Area-016,10.874451,79.169544,Synthetic Location 1465,true
LOC-001466,Financial,Gujarat,District-14,City-23,Area-049,25.487753,93.793322,Synthetic Location 1466,true
LOC-001467,Public,Gujarat,District-14,City-13,Area-121,19.455571,73.592914,Synthetic Location 1467,true
LOC-001468,Commercial,Gujarat,District-14,City-01,Area-054,22.594206,95.316516,Synthetic Location 1468,true
LOC-001469,Office,Tamil Nadu,District-20,City-24,Area-149,10.257548,89.297782,Synthetic Location 1469,true
LOC-001470,Financial,Tamil Nadu,District-20,City-22,Area-007,10.482588,85.334899,Synthetic Location 1470,true
LOC-001471,Residence,Tamil Nadu,District-20,City-23,Area-016,25.802641,74.472691,Synthetic Location 1471,true
LOC-001472,Digital,Tamil Nadu,District-20,City-18,Area-063,33.575255,76.610173,Synthetic Location 1472,true
LOC-001473,Road,West Bengal,District-23,City-30,Area-104,29.786655,92.669234,Synthetic Location 1473,true
LOC-001474,Commercial,West Bengal,District-23,City-28,Area-113,11.888542,68.470841,Synthetic Location 1474,true
LOC-001475,Transit,West Bengal,District-23,City-10,Area-141,26.596317,75.715103,Synthetic Location 1475,true
LOC-001476,Digital,West Bengal,District-23,City-23,Area-071,27.819882,83.225105,Synthetic Location 1476,true
LOC-001477,Financial,Gujarat,District-29,City-11,Area-088,24.628528,79.586585,Synthetic Location 1477,true
LOC-001478,Office,Gujarat,District-29,City-30,Area-129,9.383981,69.676243,Synthetic Location 1478,true
LOC-001479,Hotel,Gujarat,District-29,City-15,Area-022,24.447612,88.775243,Synthetic Location 1479,true
LOC-001480,Transit,Maharashtra,District-39,City-05,Area-089,24.742796,86.726632,Synthetic Location 1480,true
LOC-001481,Financial,Maharashtra,District-39,City-18,Area-057,30.4325,71.822923,Synthetic Location 1481,true
LOC-001482,Transit,Maharashtra,District-39,City-07,Area-086,29.239973,70.096226,Synthetic Location 1482,true
LOC-001483,Transit,Karnataka,District-12,City-22,Area-138,13.086412,80.477091,Synthetic Location 1483,true
LOC-001484,Road,Karnataka,District-12,City-29,Area-018,16.209311,68.036262,Synthetic Location 1484,true
LOC-001485,Office,Karnataka,District-12,City-11,Area-046,13.335948,82.02507,Synthetic Location 1485,true
LOC-001486,Public,West Bengal,District-37,City-09,Area-100,13.652298,86.762482,Synthetic Location 1486,true
LOC-001487,Transit,West Bengal,District-37,City-19,Area-110,15.871104,70.766566,Synthetic Location 1487,true
LOC-001488,Hotel,Delhi,District-32,City-06,Area-076,27.923841,84.112182,Synthetic Location 1488,true
LOC-001489,Hotel,Delhi,District-32,City-09,Area-106,22.590466,80.025637,Synthetic Location 1489,true
LOC-001490,Commercial,Delhi,District-32,City-11,Area-070,20.116115,89.798139,Synthetic Location 1490,true
LOC-001491,Residence,Delhi,District-32,City-28,Area-043,11.882548,75.040808,Synthetic Location 1491,true
LOC-001492,Warehouse,Tamil Nadu,District-29,City-30,Area-064,25.780818,74.172575,Synthetic Location 1492,true
LOC-001493,Warehouse,Tamil Nadu,District-29,City-01,Area-089,9.594012,91.003334,Synthetic Location 1493,true
LOC-001494,Transit,Karnataka,District-27,City-26,Area-138,21.751505,75.712206,Synthetic Location 1494,true
LOC-001495,Hotel,Karnataka,District-27,City-16,Area-006,32.561998,93.374384,Synthetic Location 1495,true
LOC-001496,Warehouse,Gujarat,District-32,City-02,Area-098,15.550713,96.932831,Synthetic Location 1496,true
LOC-001497,Commercial,Gujarat,District-32,City-16,Area-032,25.078958,89.846602,Synthetic Location 1497,true
LOC-001498,Residence,Karnataka,District-39,City-13,Area-094,20.061528,71.945588,Synthetic Location 1498,true
LOC-001499,Digital,Karnataka,District-39,City-23,Area-034,16.885984,91.727766,Synthetic Location 1499,true
LOC-001500,Commercial,Karnataka,District-39,City-19,Area-069,27.936986,90.107341,Synthetic Location 1500,true
LOC-001501,Office,Tamil Nadu,District-03,City-14,Area-019,31.241977,72.451333,Synthetic Location 1501,true
LOC-001502,Office,Tamil Nadu,District-03,City-18,Area-056,31.690238,95.551305,Synthetic Location 1502,true
LOC-001503,Office,Kerala,District-12,City-09,Area-002,30.845889,80.803352,Synthetic Location 1503,true
LOC-001504,Transit,Kerala,District-12,City-05,Area-093,15.730563,94.367542,Synthetic Location 1504,true
LOC-001505,Warehouse,Kerala,District-12,City-24,Area-009,21.683244,76.2257,Synthetic Location 1505,true
LOC-001506,Digital,Rajasthan,District-20,City-06,Area-045,31.644068,87.397419,Synthetic Location 1506,true
LOC-001507,Warehouse,Rajasthan,District-20,City-15,Area-046,28.106944,77.805167,Synthetic Location 1507,true
LOC-001508,Public,Delhi,District-28,City-07,Area-138,32.521507,80.615581,Synthetic Location 1508,true
LOC-001509,Hotel,Delhi,District-28,City-08,Area-116,18.009973,69.789755,Synthetic Location 1509,true
LOC-001510,Office,Delhi,District-40,City-26,Area-078,21.897825,73.625015,Synthetic Location 1510,true
LOC-001511,Warehouse,Delhi,District-40,City-05,Area-043,24.0601,78.737294,Synthetic Location 1511,true
LOC-001512,Transit,Delhi,District-40,City-02,Area-053,23.186997,68.796195,Synthetic Location 1512,true
LOC-001513,Transit,Delhi,District-40,City-23,Area-112,18.700154,70.728161,Synthetic Location 1513,true
LOC-001514,Office,Uttar Pradesh,District-11,City-02,Area-005,30.744899,75.892242,Synthetic Location 1514,true
LOC-001515,Transit,Uttar Pradesh,District-11,City-20,Area-079,28.350959,91.550812,Synthetic Location 1515,true
LOC-001516,Warehouse,Delhi,District-38,City-11,Area-141,19.48739,71.964518,Synthetic Location 1516,true
LOC-001517,Road,Delhi,District-38,City-19,Area-066,11.811721,88.009935,Synthetic Location 1517,true
LOC-001518,Financial,Tamil Nadu,District-12,City-17,Area-129,8.174201,96.319031,Synthetic Location 1518,true
LOC-001519,Transit,Tamil Nadu,District-12,City-19,Area-134,29.730317,71.80766,Synthetic Location 1519,true
LOC-001520,Financial,Tamil Nadu,District-12,City-23,Area-010,26.434663,96.211989,Synthetic Location 1520,true
LOC-001521,Digital,Gujarat,District-12,City-22,Area-125,15.068007,73.848057,Synthetic Location 1521,true
LOC-001522,Commercial,Gujarat,District-12,City-16,Area-075,28.589097,82.656512,Synthetic Location 1522,true
LOC-001523,Hotel,Gujarat,District-12,City-30,Area-029,28.206868,93.139738,Synthetic Location 1523,true
LOC-001524,Office,Uttar Pradesh,District-20,City-02,Area-076,31.96041,77.303515,Synthetic Location 1524,true
LOC-001525,Warehouse,Uttar Pradesh,District-20,City-02,Area-101,22.141444,95.923137,Synthetic Location 1525,true
LOC-001526,Warehouse,Uttar Pradesh,District-20,City-26,Area-036,14.307611,75.720759,Synthetic Location 1526,true
LOC-001527,Transit,Uttar Pradesh,District-20,City-08,Area-101,32.009448,93.386515,Synthetic Location 1527,true
LOC-001528,Commercial,Delhi,District-11,City-13,Area-109,9.629043,72.449952,Synthetic Location 1528,true
LOC-001529,Transit,Delhi,District-11,City-21,Area-057,29.961748,88.710667,Synthetic Location 1529,true
LOC-001530,Residence,Delhi,District-11,City-13,Area-114,31.537247,81.28263,Synthetic Location 1530,true
LOC-001531,Public,Delhi,District-11,City-04,Area-112,31.333822,96.701353,Synthetic Location 1531,true
LOC-001532,Transit,Uttar Pradesh,District-03,City-03,Area-068,24.667762,84.132455,Synthetic Location 1532,true
LOC-001533,Hotel,Uttar Pradesh,District-03,City-10,Area-137,25.96063,78.27743,Synthetic Location 1533,true
LOC-001534,Hotel,Gujarat,District-27,City-27,Area-114,20.581003,96.253455,Synthetic Location 1534,true
LOC-001535,Public,Gujarat,District-27,City-19,Area-060,18.059325,92.392766,Synthetic Location 1535,true
LOC-001536,Office,Gujarat,District-27,City-11,Area-045,23.27991,86.30183,Synthetic Location 1536,true
LOC-001537,Residence,Gujarat,District-27,City-24,Area-022,17.802259,72.039666,Synthetic Location 1537,true
LOC-001538,Residence,Tamil Nadu,District-04,City-15,Area-118,31.622227,92.221982,Synthetic Location 1538,true
LOC-001539,Office,Tamil Nadu,District-04,City-08,Area-025,20.137849,93.037391,Synthetic Location 1539,true
LOC-001540,Transit,Telangana,District-34,City-14,Area-122,32.419295,72.047685,Synthetic Location 1540,true
LOC-001541,Office,Telangana,District-34,City-30,Area-083,30.830238,76.735398,Synthetic Location 1541,true
LOC-001542,Warehouse,Telangana,District-34,City-17,Area-045,10.25452,95.698856,Synthetic Location 1542,true
LOC-001543,Digital,Telangana,District-34,City-14,Area-113,9.67305,95.536516,Synthetic Location 1543,true
LOC-001544,Road,Karnataka,District-23,City-11,Area-138,31.451711,84.407111,Synthetic Location 1544,true
LOC-001545,Office,Karnataka,District-23,City-30,Area-070,23.294577,79.116742,Synthetic Location 1545,true
LOC-001546,Commercial,Karnataka,District-23,City-06,Area-023,25.617977,89.433879,Synthetic Location 1546,true
LOC-001547,Financial,Karnataka,District-23,City-06,Area-009,32.915899,90.713327,Synthetic Location 1547,true
LOC-001548,Residence,Gujarat,District-17,City-28,Area-004,10.047336,86.361424,Synthetic Location 1548,true
LOC-001549,Digital,Gujarat,District-17,City-10,Area-088,23.939651,84.109536,Synthetic Location 1549,true
LOC-001550,Hotel,Telangana,District-09,City-04,Area-002,29.201623,70.44852,Synthetic Location 1550,true
LOC-001551,Digital,Telangana,District-09,City-07,Area-087,17.129102,80.202637,Synthetic Location 1551,true
LOC-001552,Transit,Telangana,District-09,City-14,Area-108,21.837255,84.565195,Synthetic Location 1552,true
LOC-001553,Digital,Telangana,District-09,City-30,Area-015,16.979273,86.16779,Synthetic Location 1553,true
LOC-001554,Residence,Kerala,District-31,City-14,Area-144,20.42736,91.029116,Synthetic Location 1554,true
LOC-001555,Financial,Kerala,District-31,City-26,Area-085,17.828014,83.122869,Synthetic Location 1555,true
LOC-001556,Road,Kerala,District-31,City-27,Area-118,12.837308,78.69165,Synthetic Location 1556,true
LOC-001557,Digital,Kerala,District-31,City-17,Area-148,30.942624,89.335901,Synthetic Location 1557,true
LOC-001558,Residence,Kerala,District-38,City-24,Area-149,26.475241,70.597479,Synthetic Location 1558,true
LOC-001559,Residence,Kerala,District-38,City-12,Area-023,26.666912,75.099736,Synthetic Location 1559,true
LOC-001560,Hotel,Kerala,District-38,City-12,Area-099,31.220828,95.39817,Synthetic Location 1560,true
LOC-001561,Digital,Kerala,District-38,City-24,Area-067,12.692368,93.018586,Synthetic Location 1561,true
LOC-001562,Financial,Maharashtra,District-14,City-27,Area-111,18.974115,90.404739,Synthetic Location 1562,true
LOC-001563,Warehouse,Maharashtra,District-14,City-14,Area-018,10.934046,69.534034,Synthetic Location 1563,true
LOC-001564,Digital,Maharashtra,District-14,City-21,Area-038,20.786441,96.605852,Synthetic Location 1564,true
LOC-001565,Warehouse,Maharashtra,District-14,City-06,Area-090,12.748572,72.025793,Synthetic Location 1565,true
LOC-001566,Transit,Maharashtra,District-22,City-23,Area-032,21.183325,93.100704,Synthetic Location 1566,true
LOC-001567,Commercial,Maharashtra,District-22,City-22,Area-032,28.629342,94.177819,Synthetic Location 1567,true
LOC-001568,Digital,Gujarat,District-30,City-26,Area-063,32.322892,80.247499,Synthetic Location 1568,true
LOC-001569,Transit,Gujarat,District-30,City-29,Area-031,8.324408,69.242339,Synthetic Location 1569,true
LOC-001570,Public,Delhi,District-31,City-09,Area-047,22.231565,96.518405,Synthetic Location 1570,true
LOC-001571,Transit,Delhi,District-31,City-26,Area-034,11.090362,82.736352,Synthetic Location 1571,true
LOC-001572,Warehouse,Delhi,District-31,City-25,Area-001,18.311786,84.01677,Synthetic Location 1572,true
LOC-001573,Residence,Delhi,District-31,City-26,Area-047,14.149569,91.269891,Synthetic Location 1573,true
LOC-001574,Road,Uttar Pradesh,District-13,City-08,Area-060,31.04238,86.57222,Synthetic Location 1574,true
LOC-001575,Office,Uttar Pradesh,District-13,City-03,Area-037,13.847227,74.464738,Synthetic Location 1575,true
LOC-001576,Digital,Uttar Pradesh,District-13,City-27,Area-044,23.96393,78.504119,Synthetic Location 1576,true
LOC-001577,Financial,Uttar Pradesh,District-13,City-26,Area-015,28.364138,80.577074,Synthetic Location 1577,true
LOC-001578,Warehouse,Maharashtra,District-32,City-17,Area-075,20.998169,76.379279,Synthetic Location 1578,true
LOC-001579,Residence,Maharashtra,District-32,City-28,Area-134,25.309069,90.987273,Synthetic Location 1579,true
LOC-001580,Financial,Maharashtra,District-32,City-26,Area-056,17.816654,84.806507,Synthetic Location 1580,true
LOC-001581,Office,Rajasthan,District-39,City-06,Area-067,33.699047,77.392328,Synthetic Location 1581,true
LOC-001582,Commercial,Rajasthan,District-39,City-15,Area-139,26.49921,95.599282,Synthetic Location 1582,true
LOC-001583,Financial,Rajasthan,District-39,City-23,Area-122,31.707212,86.981668,Synthetic Location 1583,true
LOC-001584,Road,Tamil Nadu,District-17,City-16,Area-116,23.278865,94.606454,Synthetic Location 1584,true
LOC-001585,Residence,Tamil Nadu,District-17,City-08,Area-110,33.265354,96.095627,Synthetic Location 1585,true
LOC-001586,Warehouse,Gujarat,District-11,City-02,Area-065,31.359508,95.891348,Synthetic Location 1586,true
LOC-001587,Residence,Gujarat,District-11,City-05,Area-045,15.655422,93.410898,Synthetic Location 1587,true
LOC-001588,Hotel,Gujarat,District-11,City-04,Area-137,33.538852,89.507268,Synthetic Location 1588,true
LOC-001589,Public,West Bengal,District-24,City-10,Area-143,23.404243,77.867827,Synthetic Location 1589,true
LOC-001590,Road,West Bengal,District-24,City-24,Area-106,17.014364,83.751311,Synthetic Location 1590,true
LOC-001591,Road,Delhi,District-33,City-08,Area-122,18.949222,78.56243,Synthetic Location 1591,true
LOC-001592,Digital,Delhi,District-33,City-14,Area-087,10.172867,75.912509,Synthetic Location 1592,true
LOC-001593,Digital,Delhi,District-33,City-04,Area-074,10.303908,72.325284,Synthetic Location 1593,true
LOC-001594,Road,Tamil Nadu,District-28,City-13,Area-095,12.3276,93.193375,Synthetic Location 1594,true
LOC-001595,Warehouse,Tamil Nadu,District-28,City-17,Area-026,28.960332,71.980632,Synthetic Location 1595,true
LOC-001596,Transit,Tamil Nadu,District-28,City-16,Area-013,29.939116,76.3384,Synthetic Location 1596,true
LOC-001597,Transit,Kerala,District-04,City-05,Area-046,19.959298,93.324934,Synthetic Location 1597,true
LOC-001598,Warehouse,Kerala,District-04,City-02,Area-007,15.996627,72.462778,Synthetic Location 1598,true
LOC-001599,Office,Kerala,District-04,City-07,Area-105,29.917843,85.404822,Synthetic Location 1599,true
LOC-001600,Transit,Karnataka,District-23,City-21,Area-027,32.328915,76.319324,Synthetic Location 1600,true
LOC-001601,Public,Karnataka,District-23,City-03,Area-049,29.868533,69.464174,Synthetic Location 1601,true
LOC-001602,Public,Karnataka,District-23,City-25,Area-107,12.367479,77.825976,Synthetic Location 1602,true
LOC-001603,Financial,Karnataka,District-23,City-08,Area-084,31.942826,83.465591,Synthetic Location 1603,true
