location_id,name,latitude,longitude,address,city,state,location_type
L0490,East Industrial Estate 490,22.6425,75.7687,"449, Nehru Nagar, Indore",Indore,Madhya Pradesh,Hotel
L0491,Central Office Centre 491,22.6767,88.2416,"846, Ring Road, Kolkata",Kolkata,West Bengal,Restaurant
L0492,South Office Centre 492,18.4509,73.9088,"814, Station Road, Pune",Pune,Maharashtra,Road
L0493,Central Office Centre 493,19.9039,73.8683,"198, Airport Road, Nashik",Nashik,Maharashtra,Restaurant
L0494,East Office Centre 494,17.3788,78.5975,"567, Lake View Road, Hyderabad",Hyderabad,Telangana,Commercial Area
L0495,South Business Park 495,18.9895,72.7847,"342, MG Road, Mumbai",Mumbai,Maharashtra,Restaurant
L0496,West Office Centre 496,26.971,81.0049,"30, Lake View Road, Lucknow",Lucknow,Uttar Pradesh,Restaurant
L0497,West Business Park 497,22.8441,75.8733,"172, Market Road, Indore",Indore,Madhya Pradesh,Crime Scene
L0498,East Market Complex 498,22.7095,75.9023,"187, Park Street, Indore",Indore,Madhya Pradesh,Bank
L0499,West Office Centre 499,26.9162,75.7865,"641, MG Road, Jaipur",Jaipur,Rajasthan,Office
L0500,South Transit Hub 500,21.2945,72.7923,"494, Station Road, Surat",Surat,Gujarat,Industrial Area
L0501,West Business Park 501,10.0404,76.3397,"575, Airport Road, Kochi",Kochi,Kerala,Residence
L0502,North Industrial Estate 502,28.5899,77.0503,"294, Ring Road, Gurugram",Gurugram,Haryana,Industrial Area
L0503,South Business Park 503,19.1272,72.8971,"365, Market Road, Thane",Thane,Maharashtra,Road
L0504,East Office Centre 504,26.8619,81.0792,"756, Shivaji Nagar, Lucknow",Lucknow,Uttar Pradesh,Commercial Area
L0505,West Transit Hub 505,26.9867,80.9887,"892, Ring Road, Lucknow",Lucknow,Uttar Pradesh,Parking Area
L0506,South Office Centre 506,13.0414,77.5503,"313, Nehru Nagar, Bengaluru",Bengaluru,Karnataka,Meeting Point
L0507,East Office Centre 507,26.7519,81.063,"708, Shivaji Nagar, Lucknow",Lucknow,Uttar Pradesh,Hotel
L0508,West Industrial Estate 508,28.3956,77.495,"83, Station Road, Noida",Noida,Uttar Pradesh,Storage Facility
L0509,West Office Centre 509,19.0497,72.9805,"227, Ring Road, Mumbai",Mumbai,Maharashtra,Warehouse
L0510,South Transit Hub 510,19.071,72.9798,"796, Lake View Road, Thane",Thane,Maharashtra,Commercial Area
L0511,Central Market Complex 511,11.0581,77.086,"67, Lake View Road, Coimbatore",Coimbatore,Tamil Nadu,Cyber Activity Location
L0512,North Business Park 512,26.7014,80.9559,"663, Market Road, Lucknow",Lucknow,Uttar Pradesh,Industrial Area
L0513,South Transit Hub 513,19.0848,72.8101,"709, Nehru Nagar, Mumbai",Mumbai,Maharashtra,Bank
L0514,West Business Park 514,28.6294,77.4432,"507, Market Road, Noida",Noida,Uttar Pradesh,Crime Scene
L0515,West Transit Hub 515,21.2712,79.0955,"469, Ring Road, Nagpur",Nagpur,Maharashtra,Warehouse
L0516,East Transit Hub 516,11.0247,77.0504,"446, Nehru Nagar, Coimbatore",Coimbatore,Tamil Nadu,Bank
L0517,Central Office Centre 517,19.9594,73.7616,"583, Station Road, Nashik",Nashik,Maharashtra,Road
L0518,North Business Park 518,13.0227,80.3691,"880, Ring Road, Chennai",Chennai,Tamil Nadu,Office
L0519,East Industrial Estate 519,19.9691,73.753,"359, Airport Road, Nashik",Nashik,Maharashtra,Parking Area
L0520,East Transit Hub 520,19.1369,72.7525,"892, Ring Road, Mumbai",Mumbai,Maharashtra,Storage Facility
L0521,North Industrial Estate 521,21.19,72.9385,"664, Lake View Road, Surat",Surat,Gujarat,Office
L0522,West Industrial Estate 522,18.4393,73.9771,"85, Lake View Road, Pune",Pune,Maharashtra,Restaurant
L0523,South Business Park 523,26.778,81.0734,"750, Park Street, Lucknow",Lucknow,Uttar Pradesh,Hotel
L0524,North Office Centre 524,28.4786,76.8865,"458, Park Street, Gurugram",Gurugram,Haryana,Cyber Activity Location
L0525,Central Office Centre 525,19.2144,72.9038,"607, Station Road, Mumbai",Mumbai,Maharashtra,Crime Scene
L0526,North Market Complex 526,19.9373,73.809,"147, Ring Road, Nashik",Nashik,Maharashtra,Road
L0527,Central Market Complex 527,28.409,77.1033,"350, Shivaji Nagar, Gurugram",Gurugram,Haryana,Meeting Point
L0528,Central Market Complex 528,28.6091,77.3448,"709, Nehru Nagar, Noida",Noida,Uttar Pradesh,Office
L0529,South Business Park 529,13.1843,80.2229,"586, Nehru Nagar, Chennai",Chennai,Tamil Nadu,Crime Scene
L0530,East Office Centre 530,10.9858,77.0379,"77, Station Road, Coimbatore",Coimbatore,Tamil Nadu,Residence
L0531,Central Industrial Estate 531,22.5698,88.3206,"134, Airport Road, Kolkata",Kolkata,West Bengal,Industrial Area
L0532,Central Market Complex 532,13.0255,77.6428,"492, Market Road, Bengaluru",Bengaluru,Karnataka,Office
L0533,Central Market Complex 533,23.1119,72.6353,"569, Nehru Nagar, Ahmedabad",Ahmedabad,Gujarat,Office
L0534,South Business Park 534,19.1823,73.0633,"842, MG Road, Thane",Thane,Maharashtra,Meeting Point
L0535,East Business Park 535,21.1284,72.7086,"183, Market Road, Surat",Surat,Gujarat,Bank
L0536,North Transit Hub 536,26.9908,75.668,"84, Park Street, Jaipur",Jaipur,Rajasthan,Office
L0537,East Market Complex 537,23.2446,77.429,"248, Ring Road, Bhopal",Bhopal,Madhya Pradesh,Industrial Area
L0538,Central Business Park 538,18.9529,72.894,"357, Lake View Road, Mumbai",Mumbai,Maharashtra,Road
L0539,Central Transit Hub 539,21.2793,72.6848,"504, Station Road, Surat",Surat,Gujarat,Industrial Area
L0540,South Office Centre 540,20.065,73.8077,"453, Ring Road, Nashik",Nashik,Maharashtra,Warehouse
L0541,South Business Park 541,28.4364,77.3552,"867, Ring Road, Noida",Noida,Uttar Pradesh,Meeting Point
L0542,North Industrial Estate 542,22.953,72.4652,"625, MG Road, Ahmedabad",Ahmedabad,Gujarat,Meeting Point
L0543,East Business Park 543,28.6804,77.0978,"147, MG Road, Delhi",Delhi,Delhi,Office
L0544,Central Market Complex 544,28.8374,77.1688,"672, Market Road, Delhi",Delhi,Delhi,Parking Area
L0545,North Transit Hub 545,10.9255,76.8379,"604, MG Road, Coimbatore",Coimbatore,Tamil Nadu,Bank
L0546,North Business Park 546,22.6693,75.8938,"861, MG Road, Indore",Indore,Madhya Pradesh,Crime Scene
L0547,South Market Complex 547,22.523,88.4585,"718, Park Street, Kolkata",Kolkata,West Bengal,Storage Facility
L0548,North Industrial Estate 548,19.1584,73.0091,"316, MG Road, Thane",Thane,Maharashtra,Restaurant
L0549,North Business Park 549,26.791,81.0856,"324, Ring Road, Lucknow",Lucknow,Uttar Pradesh,Commercial Area
L0550,South Market Complex 550,26.987,81.0308,"41, Market Road, Lucknow",Lucknow,Uttar Pradesh,Commercial Area
L0551,West Business Park 551,28.799,77.0704,"494, Nehru Nagar, Delhi",Delhi,Delhi,Office
L0552,North Transit Hub 552,17.4127,78.5004,"823, Park Street, Hyderabad",Hyderabad,Telangana,Hotel
L0553,North Industrial Estate 553,19.2119,72.8662,"787, Market Road, Mumbai",Mumbai,Maharashtra,Restaurant
L0554,West Market Complex 554,22.6619,88.4633,"323, MG Road, Kolkata",Kolkata,West Bengal,Office
L0555,North Business Park 555,26.7385,80.887,"840, Station Road, Lucknow",Lucknow,Uttar Pradesh,Bank
L0556,Central Business Park 556,23.3466,77.2848,"881, Shivaji Nagar, Bhopal",Bhopal,Madhya Pradesh,Road
L0557,North Business Park 557,9.9014,76.2693,"444, MG Road, Kochi",Kochi,Kerala,Cyber Activity Location
L0558,East Industrial Estate 558,28.3205,77.1671,"54, Station Road, Gurugram",Gurugram,Haryana,Restaurant
L0559,West Office Centre 559,11.0583,76.8313,"987, Nehru Nagar, Coimbatore",Coimbatore,Tamil Nadu,Crime Scene
L0560,East Transit Hub 560,26.8123,75.8211,"630, Lake View Road, Jaipur",Jaipur,Rajasthan,Road
L0561,North Business Park 561,21.3099,72.8102,"654, Shivaji Nagar, Surat",Surat,Gujarat,Residence
L0562,South Transit Hub 562,28.6207,77.1766,"461, Nehru Nagar, Delhi",Delhi,Delhi,Transport Hub
L0563,West Industrial Estate 563,9.8475,76.2295,"882, College Road, Kochi",Kochi,Kerala,Parking Area
L0564,North Transit Hub 564,28.4307,77.5403,"146, Station Road, Noida",Noida,Uttar Pradesh,Parking Area
L0565,North Industrial Estate 565,22.9973,72.7099,"455, MG Road, Ahmedabad",Ahmedabad,Gujarat,Office
L0566,North Business Park 566,26.856,75.7739,"975, Nehru Nagar, Jaipur",Jaipur,Rajasthan,Warehouse
L0567,West Market Complex 567,26.8012,80.8255,"511, Market Road, Lucknow",Lucknow,Uttar Pradesh,Restaurant
L0568,North Industrial Estate 568,21.0404,72.6945,"221, MG Road, Surat",Surat,Gujarat,Restaurant
L0569,West Market Complex 569,19.1808,72.9221,"256, Nehru Nagar, Mumbai",Mumbai,Maharashtra,Hotel
L0570,South Office Centre 570,13.0875,80.2863,"816, MG Road, Chennai",Chennai,Tamil Nadu,Commercial Area
L0571,Central Market Complex 571,23.3974,77.3322,"617, College Road, Bhopal",Bhopal,Madhya Pradesh,Industrial Area
L0572,Central Market Complex 572,13.0137,77.5742,"914, Station Road, Bengaluru",Bengaluru,Karnataka,Residence
L0573,South Office Centre 573,17.3699,78.4656,"717, Park Street, Hyderabad",Hyderabad,Telangana,Residence
L0574,North Transit Hub 574,17.3185,78.5478,"822, Market Road, Hyderabad",Hyderabad,Telangana,Crime Scene
L0575,South Business Park 575,9.8117,76.3789,"200, Station Road, Kochi",Kochi,Kerala,Meeting Point
L0576,Central Office Centre 576,21.0793,72.7153,"753, MG Road, Surat",Surat,Gujarat,Hotel
L0577,Central Transit Hub 577,28.6753,77.335,"628, Market Road, Noida",Noida,Uttar Pradesh,Industrial Area
L0578,South Industrial Estate 578,22.7457,75.8121,"367, Park Street, Indore",Indore,Madhya Pradesh,Storage Facility
L0579,North Office Centre 579,10.9186,77.0079,"560, Shivaji Nagar, Coimbatore",Coimbatore,Tamil Nadu,Crime Scene
L0580,Central Industrial Estate 580,11.0439,77.0074,"163, Market Road, Coimbatore",Coimbatore,Tamil Nadu,Commercial Area
L0581,Central Industrial Estate 581,13.0243,80.1756,"964, Market Road, Chennai",Chennai,Tamil Nadu,Restaurant
L0582,West Business Park 582,28.502,77.4199,"441, Shivaji Nagar, Noida",Noida,Uttar Pradesh,Road
L0583,West Market Complex 583,23.1656,77.4533,"148, Park Street, Bhopal",Bhopal,Madhya Pradesh,Restaurant
L0584,West Market Complex 584,28.3596,76.9633,"361, Station Road, Gurugram",Gurugram,Haryana,Meeting Point
L0585,North Industrial Estate 585,22.6084,88.4736,"472, College Road, Kolkata",Kolkata,West Bengal,Residence
L0586,East Market Complex 586,19.1268,72.9433,"498, College Road, Thane",Thane,Maharashtra,Transport Hub
L0587,North Business Park 587,26.8194,80.9437,"615, Market Road, Lucknow",Lucknow,Uttar Pradesh,Restaurant
L0588,North Industrial Estate 588,26.7469,80.9658,"909, Park Street, Lucknow",Lucknow,Uttar Pradesh,Crime Scene
L0589,South Industrial Estate 589,22.8823,72.4889,"211, MG Road, Ahmedabad",Ahmedabad,Gujarat,Bank
L0590,East Industrial Estate 590,22.5923,88.4457,"98, Market Road, Kolkata",Kolkata,West Bengal,Parking Area
L0591,Central Business Park 591,28.4195,77.2753,"958, Ring Road, Noida",Noida,Uttar Pradesh,Crime Scene
L0592,West Industrial Estate 592,26.925,75.8643,"481, Lake View Road, Jaipur",Jaipur,Rajasthan,Crime Scene
L0593,South Office Centre 593,28.3751,77.0041,"903, College Road, Gurugram",Gurugram,Haryana,Restaurant
L0594,East Office Centre 594,23.1349,72.4311,"80, MG Road, Ahmedabad",Ahmedabad,Gujarat,Bank
L0595,Central Transit Hub 595,19.9792,73.938,"224, Market Road, Nashik",Nashik,Maharashtra,Crime Scene
L0596,North Transit Hub 596,17.4782,78.5131,"87, College Road, Hyderabad",Hyderabad,Telangana,Commercial Area
L0597,West Business Park 597,23.1597,77.3044,"26, Market Road, Bhopal",Bhopal,Madhya Pradesh,Warehouse
L0598,West Office Centre 598,18.5414,73.8664,"534, College Road, Pune",Pune,Maharashtra,Road
L0599,West Office Centre 599,12.9187,77.6558,"453, College Road, Bengaluru",Bengaluru,Karnataka,Bank
L0600,North Business Park 600,28.8398,77.1068,"183, Airport Road, Delhi",Delhi,Delhi,Cyber Activity Location
