case_id,case_number,title,case_type,status,description,created_date,incident_date,location_id,priority
C0277,CASE-2025-0093,Data Theft Case Linked to Nashik Region,Data Theft,Under Investigation,"record of a data theft case based in Nashik, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-06-12,2025-06-09,L0540,Medium
C0278,CASE-2025-0094,Major Cybercrime Network Probe - Jaipur,Major Cybercrime,Pending Review,"investigation into suspected major cybercrime activity centered around Jaipur, Rajasthan, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-02-13,2025-02-12,L0314,Medium
C0279,CASE-2025-0095,Investigation into Property Fraud Activities in Jaipur,Property Fraud,Open,"Case file documenting a property fraud investigation originating in Jaipur, Rajasthan, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-11-15,2025-11-12,L0536,Medium
C0280,CASE-2025-0096,Investigation into Identity Fraud Activities in Ahmedabad,Identity Fraud,Pending Review,"This case tracks a suspected identity fraud matter reported in Ahmedabad, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-06-22,2025-06-17,L0153,Medium
C0281,CASE-2025-0097,Minor Fraud Case Linked to Hyderabad Region,Minor Fraud,Closed,"Case file documenting a minor fraud investigation originating in Hyderabad, Telangana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-11-10,2025-11-07,L0043,Low
C0282,CASE-2025-0098,Bhopal-based Theft Inquiry,Theft,Under Investigation,"record of a theft case based in Bhopal, Madhya Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-10-10,2025-10-07,L0571,Medium
C0283,CASE-2025-0099,Minor Fraud Investigation - Hyderabad Sector,Minor Fraud,Closed,"A demonstration investigation record covering a minor fraud incident in Hyderabad, Telangana, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-07-13,2025-07-10,L0420,Medium
C0284,CASE-2025-0100,Individual Cyber Fraud Ring Operating from Lucknow,Individual Cyber Fraud,Pending Review,"investigation into suspected individual cyber fraud activity centered around Lucknow, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-08-01,2025-07-27,L0166,Low
C0285,CASE-2025-0101,Investigation into Financial Crime Investigation Activities in Ahmedabad,Financial Crime Investigation,Closed,"This case tracks a suspected financial crime investigation matter reported in Ahmedabad, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-04-29,2025-04-29,L0032,High
C0286,CASE-2025-0102,Vehicle Theft Network Case Linked to Delhi Region,Vehicle Theft Network,Closed,"Case file documenting a vehicle theft network investigation originating in Delhi, Delhi, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-05-20,2025-05-20,L0177,High
C0287,CASE-2025-0103,Lucknow Major Cybercrime Case,Major Cybercrime,Open,"record of a major cybercrime case based in Lucknow, Uttar Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-05-05,2025-05-03,L0101,Critical
C0288,CASE-2025-0104,Minor Fraud Investigation - Surat Sector,Minor Fraud,Under Investigation,"A demonstration investigation record covering a minor fraud incident in Surat, Gujarat, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-04-23,2025-04-18,L0481,Medium
C0289,CASE-2025-0105,Organized Cybercrime Investigation - Jaipur Sector,Organized Cybercrime,Closed,"record of a organized cybercrime case based in Jaipur, Rajasthan, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-02-21,2025-02-19,L0263,High
C0290,CASE-2025-0106,Document Fraud Ring Operating from Bengaluru,Document Fraud,Under Investigation,"A demonstration investigation record covering a document fraud incident in Bengaluru, Karnataka, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-04-11,2025-04-07,L0532,High
C0291,CASE-2025-0107,Banking Fraud Investigation - Delhi Sector,Banking Fraud,Closed,"This case tracks a suspected banking fraud matter reported in Delhi, Delhi. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-01-07,2025-01-07,L0432,High
C0292,CASE-2025-0108,Jaipur Individual Cyber Fraud Case,Individual Cyber Fraud,Closed,"investigation into suspected individual cyber fraud activity centered around Jaipur, Rajasthan, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-05-15,2025-05-12,L0263,High
C0293,CASE-2025-0109,Minor Fraud Investigation - Noida Sector,Minor Fraud,Open,"investigation into suspected minor fraud activity centered around Noida, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-08-16,2025-08-15,L0135,Medium
C0294,CASE-2025-0110,Investigation into Financial Fraud Activities in Lucknow,Financial Fraud,Closed,"record of a financial fraud case based in Lucknow, Uttar Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-12-25,2025-12-23,L0496,Medium
C0295,CASE-2025-0111,Money Laundering Investigation Ring Operating from Ahmedabad,Money Laundering Investigation,Open,"This case tracks a suspected money laundering investigation matter reported in Ahmedabad, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-02-04,2025-01-30,L0306,Medium
C0296,CASE-2025-0112,Digital Fraud Ring Operating from Thane,Digital Fraud,Open,"investigation into suspected digital fraud activity centered around Thane, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-08-04,2025-08-03,L0122,Medium
C0297,CASE-2025-0113,Theft Ring Operating from Lucknow,Theft,Under Investigation,"record of a theft case based in Lucknow, Uttar Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-03-18,2025-03-18,L0101,Low
C0298,CASE-2025-0114,Identity Fraud Investigation - Nagpur Sector,Identity Fraud,Open,"investigation into suspected identity fraud activity centered around Nagpur, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-09-17,2025-09-17,L0012,Low
C0299,CASE-2025-0115,Payment Fraud Investigation - Hyderabad Sector,Payment Fraud,Under Investigation,"investigation into suspected payment fraud activity centered around Hyderabad, Telangana, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-08-26,2025-08-25,L0090,Medium
C0300,CASE-2025-0116,Unauthorized Access Case Linked to Delhi Region,Unauthorized Access,Closed,"record of a unauthorized access case based in Delhi, Delhi, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-08-19,2025-08-17,L0169,Low
C0301,CASE-2025-0117,Kochi-based Document Fraud Inquiry,Document Fraud,Open,"This case tracks a suspected document fraud matter reported in Kochi, Kerala. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-03-11,2025-03-11,L0231,Medium
C0302,CASE-2025-0118,Corporate Fraud Case Linked to Gurugram Region,Corporate Fraud,Open,"Case file documenting a corporate fraud investigation originating in Gurugram, Haryana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-01-10,2025-01-05,L0407,Critical
C0303,CASE-2025-0119,Unauthorized Access Network Probe - Kochi,Unauthorized Access,Open,"Case file documenting a unauthorized access investigation originating in Kochi, Kerala, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-07-12,2025-07-09,L0295,Low
C0304,CASE-2025-0120,Organized Cybercrime Network Probe - Noida,Organized Cybercrime,Open,"investigation into suspected organized cybercrime activity centered around Noida, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-08-25,2025-08-22,L0461,High
C0305,CASE-2025-0121,Insurance Fraud Case Linked to Noida Region,Insurance Fraud,Closed,"investigation into suspected insurance fraud activity centered around Noida, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-05-23,2025-05-20,L0092,High
C0306,CASE-2025-0122,Lucknow-based Burglary Inquiry,Burglary,Closed,"A demonstration investigation record covering a burglary incident in Lucknow, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-05-02,2025-04-29,L0550,Medium
C0307,CASE-2025-0123,Logistics Fraud Investigation - Gurugram Sector,Logistics Fraud,Pending Review,"Case file documenting a logistics fraud investigation originating in Gurugram, Haryana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-02-24,2025-02-22,L0407,Medium
C0308,CASE-2025-0124,Minor Fraud Case Linked to Mumbai Region,Minor Fraud,Open,"investigation into suspected minor fraud activity centered around Mumbai, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-05-24,2025-05-19,L0115,Medium
C0309,CASE-2025-0125,Indore Minor Fraud Case,Minor Fraud,Open,"investigation into suspected minor fraud activity centered around Indore, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-02-20,2025-02-15,L0441,Medium
C0310,CASE-2025-0126,Cyber Extortion Ring Operating from Surat,Cyber Extortion,Pending Review,"Case file documenting a cyber extortion investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-07-29,2025-07-25,L0576,Medium
C0311,CASE-2025-0127,Kochi-based Individual Cyber Fraud Inquiry,Individual Cyber Fraud,Pending Review,"record of a individual cyber fraud case based in Kochi, Kerala, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-10-12,2025-10-07,L0285,Medium
C0312,CASE-2025-0128,Vehicle Theft Network Probe - Noida,Vehicle Theft,Pending Review,"Case file documenting a vehicle theft investigation originating in Noida, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-10-14,2025-10-13,L0514,Medium
C0313,CASE-2025-0129,Investigation into Vehicle Theft Network Activities in Thane,Vehicle Theft Network,Open,"investigation into suspected vehicle theft network activity centered around Thane, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-01-31,2025-01-31,L0191,Critical
C0314,CASE-2025-0130,Assault Investigation - Coimbatore Sector,Assault,Closed,"investigation into suspected assault activity centered around Coimbatore, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-12-02,2025-12-01,L0458,Medium
C0315,CASE-2025-0131,Identity Fraud Network Probe - Kolkata,Identity Fraud,Pending Review,"record of a identity fraud case based in Kolkata, West Bengal, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-07-28,2025-07-26,L0207,Medium
C0316,CASE-2025-0132,Major Cybercrime Investigation - Gurugram Sector,Major Cybercrime,Open,"Case file documenting a major cybercrime investigation originating in Gurugram, Haryana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-07-14,2025-07-14,L0489,Critical
C0317,CASE-2025-0133,Large Organized Crime Network Case Linked to Indore Region,Large Organized Crime Network,Open,"A demonstration investigation record covering a large organized crime network incident in Indore, Madhya Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-04-02,2025-03-30,L0578,Low
C0318,CASE-2025-0134,Investigation into Minor Fraud Activities in Lucknow,Minor Fraud,Closed,"investigation into suspected minor fraud activity centered around Lucknow, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-03-19,2025-03-18,L0587,Medium
C0319,CASE-2025-0135,Money Laundering Investigation Ring Operating from Gurugram,Money Laundering Investigation,Pending Review,"This case tracks a suspected money laundering investigation matter reported in Gurugram, Haryana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-07-11,2025-07-07,L0558,High
C0320,CASE-2025-0136,Major Organized Crime Network Probe - Indore,Major Organized Crime,Pending Review,"A demonstration investigation record covering a major organized crime incident in Indore, Madhya Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-09-30,2025-09-27,L0411,Critical
C0321,CASE-2025-0137,Mumbai-based Online Fraud Inquiry,Online Fraud,Closed,"record of a online fraud case based in Mumbai, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-02-17,2025-02-16,L0066,Medium
C0322,CASE-2025-0138,Document Fraud Network Probe - Surat,Document Fraud,Pending Review,"Case file documenting a document fraud investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-01-25,2025-01-25,L0445,Medium
C0323,CASE-2025-0139,Chennai-based Online Fraud Inquiry,Online Fraud,Closed,"investigation into suspected online fraud activity centered around Chennai, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-09-12,2025-09-11,L0220,High
C0324,CASE-2025-0140,Surat-based Insurance Fraud Inquiry,Insurance Fraud,Closed,"Case file documenting a insurance fraud investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-06-23,2025-06-23,L0521,Low
C0325,CASE-2025-0141,Investigation into Financial Crime Investigation Activities in Mumbai,Financial Crime Investigation,Open,"record of a financial crime investigation case based in Mumbai, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-04-30,2025-04-26,L0495,Critical
C0326,CASE-2025-0142,Kochi Burglary Case,Burglary,Open,"A demonstration investigation record covering a burglary incident in Kochi, Kerala, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-04-14,2025-04-11,L0379,Medium
C0327,CASE-2025-0143,Investigation into Document Fraud Activities in Surat,Document Fraud,Closed,"This case tracks a suspected document fraud matter reported in Surat, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-06-24,2025-06-20,L0576,Medium
C0328,CASE-2025-0144,Major Cybercrime Network Probe - Nashik,Major Cybercrime,Closed,"record of a major cybercrime case based in Nashik, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-07-04,2025-07-03,L0375,High
C0329,CASE-2025-0145,Vehicle Theft Network Probe - Coimbatore,Vehicle Theft,Open,"investigation into suspected vehicle theft activity centered around Coimbatore, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-04-10,2025-04-05,L0516,Medium
C0330,CASE-2025-0146,Lucknow-based Document Fraud Inquiry,Document Fraud,Closed,"A demonstration investigation record covering a document fraud incident in Lucknow, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-03-15,2025-03-14,L0588,High
C0331,CASE-2025-0147,Individual Cyber Fraud Network Probe - Bhopal,Individual Cyber Fraud,Under Investigation,"record of a individual cyber fraud case based in Bhopal, Madhya Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-07-09,2025-07-07,L0351,Medium
C0332,CASE-2025-0148,Gurugram Major Organized Crime Case,Major Organized Crime,Under Investigation,"Case file documenting a major organized crime investigation originating in Gurugram, Haryana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-07-04,2025-07-04,L0247,High
C0333,CASE-2025-0149,Data Theft Network Probe - Gurugram,Data Theft,Open,"Case file documenting a data theft investigation originating in Gurugram, Haryana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-03-25,2025-03-21,L0117,Medium
C0334,CASE-2025-0150,Vehicle Theft Ring Operating from Thane,Vehicle Theft,Pending Review,"investigation into suspected vehicle theft activity centered around Thane, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-11-07,2025-11-04,L0209,Low
C0335,CASE-2025-0151,Simple Robbery Case Linked to Delhi Region,Simple Robbery,Under Investigation,"This case tracks a suspected simple robbery matter reported in Delhi, Delhi. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-10-26,2025-10-21,L0297,Medium
C0336,CASE-2025-0152,Logistics Fraud Ring Operating from Nagpur,Logistics Fraud,Open,"A demonstration investigation record covering a logistics fraud incident in Nagpur, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-06-04,2025-06-03,L0278,Medium
C0337,CASE-2025-0153,Procurement Fraud Network Probe - Gurugram,Procurement Fraud,Open,"This case tracks a suspected procurement fraud matter reported in Gurugram, Haryana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-03-26,2025-03-23,L0030,Medium
C0338,CASE-2025-0154,Investigation into Procurement Fraud Activities in Delhi,Procurement Fraud,Open,"investigation into suspected procurement fraud activity centered around Delhi, Delhi, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-07-19,2025-07-18,L0035,Critical
C0339,CASE-2025-0155,Surat-based Simple Robbery Inquiry,Simple Robbery,Pending Review,"investigation into suspected simple robbery activity centered around Surat, Gujarat, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-11-02,2025-11-02,L0500,High
C0340,CASE-2025-0156,Unauthorized Access Ring Operating from Thane,Unauthorized Access,Open,"record of a unauthorized access case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-08-30,2025-08-30,L0548,Medium
C0341,CASE-2025-0157,Procurement Fraud Network Probe - Lucknow,Procurement Fraud,Open,"A demonstration investigation record covering a procurement fraud incident in Lucknow, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-04-04,2025-04-03,L0507,High
C0342,CASE-2025-0158,Chennai Major Cybercrime Case,Major Cybercrime,Under Investigation,"A demonstration investigation record covering a major cybercrime incident in Chennai, Tamil Nadu, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-03-11,2025-03-10,L0439,Medium
C0343,CASE-2025-0159,Cyber Extortion Investigation - Delhi Sector,Cyber Extortion,Closed,"A demonstration investigation record covering a cyber extortion incident in Delhi, Delhi, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-03-02,2025-02-27,L0543,High
C0344,CASE-2025-0160,Lucknow-based Simple Robbery Inquiry,Simple Robbery,Under Investigation,"A demonstration investigation record covering a simple robbery incident in Lucknow, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-09-12,2025-09-10,L0437,Medium
C0345,CASE-2025-0161,Organized Fraud Ring Operating from Coimbatore,Organized Fraud,Open,"This case tracks a suspected organized fraud matter reported in Coimbatore, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-02-10,2025-02-05,L0246,Critical
C0346,CASE-2025-0162,Indore-based Burglary Inquiry,Burglary,Closed,"investigation into suspected burglary activity centered around Indore, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-11-18,2025-11-13,L0479,Critical
C0347,CASE-2025-0163,Logistics Fraud Network Probe - Kolkata,Logistics Fraud,Pending Review,"A demonstration investigation record covering a logistics fraud incident in Kolkata, West Bengal, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-02-02,2025-02-02,L0048,Critical
C0348,CASE-2025-0164,Vehicle Theft Ring Operating from Ahmedabad,Vehicle Theft,Pending Review,"Case file documenting a vehicle theft investigation originating in Ahmedabad, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-08-05,2025-08-04,L0095,Medium
C0349,CASE-2025-0165,Procurement Fraud Network Probe - Nashik,Procurement Fraud,Pending Review,"Case file documenting a procurement fraud investigation originating in Nashik, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-05-22,2025-05-19,L0098,Critical
C0350,CASE-2025-0166,Delhi-based Minor Fraud Inquiry,Minor Fraud,Closed,"record of a minor fraud case based in Delhi, Delhi, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-06-03,2025-06-03,L0226,Medium
C0351,CASE-2025-0167,Logistics Fraud Ring Operating from Mumbai,Logistics Fraud,Under Investigation,"This case tracks a suspected logistics fraud matter reported in Mumbai, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-02-28,2025-02-23,L0066,High
C0352,CASE-2025-0168,Hyderabad Corporate Fraud Case,Corporate Fraud,Open,"record of a corporate fraud case based in Hyderabad, Telangana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-11-11,2025-11-09,L0573,Medium
C0353,CASE-2025-0169,Thane-based Major Cybercrime Inquiry,Major Cybercrime,Pending Review,"This case tracks a suspected major cybercrime matter reported in Thane, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-02-27,2025-02-25,L0256,High
C0354,CASE-2025-0170,Minor Fraud Network Probe - Kochi,Minor Fraud,Under Investigation,"This case tracks a suspected minor fraud matter reported in Kochi, Kerala. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-12-04,2025-12-02,L0285,Low
C0355,CASE-2025-0171,Kochi-based Assault Inquiry,Assault,Open,"record of a assault case based in Kochi, Kerala, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-08-18,2025-08-18,L0416,High
C0356,CASE-2025-0172,Nashik Vehicle Theft Network Case,Vehicle Theft Network,Closed,"investigation into suspected vehicle theft network activity centered around Nashik, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-04-20,2025-04-19,L0375,Critical
C0357,CASE-2025-0173,Bhopal Organized Cybercrime Case,Organized Cybercrime,Open,"record of a organized cybercrime case based in Bhopal, Madhya Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-09-25,2025-09-24,L0044,Critical
C0358,CASE-2025-0174,Noida-based Theft Inquiry,Theft,Pending Review,"This case tracks a suspected theft matter reported in Noida, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-03-25,2025-03-22,L0251,Low
C0359,CASE-2025-0175,Ahmedabad Online Fraud Case,Online Fraud,Under Investigation,"record of a online fraud case based in Ahmedabad, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-05-25,2025-05-22,L0286,Medium
C0360,CASE-2025-0176,Individual Cyber Fraud Investigation - Hyderabad Sector,Individual Cyber Fraud,Pending Review,"A demonstration investigation record covering a individual cyber fraud incident in Hyderabad, Telangana, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-03-06,2025-03-05,L0184,High
C0361,CASE-2025-0177,Coimbatore-based Financial Fraud Inquiry,Financial Fraud,Closed,"Case file documenting a financial fraud investigation originating in Coimbatore, Tamil Nadu, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-04-08,2025-04-07,L0091,High
C0362,CASE-2025-0178,Lucknow-based Theft Inquiry,Theft,Pending Review,"Case file documenting a theft investigation originating in Lucknow, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-05-19,2025-05-17,L0549,Medium
C0363,CASE-2025-0179,Organized Cybercrime Investigation - Coimbatore Sector,Organized Cybercrime,Open,"A demonstration investigation record covering a organized cybercrime incident in Coimbatore, Tamil Nadu, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-09-20,2025-09-20,L0233,High
C0364,CASE-2025-0180,Investigation into Procurement Fraud Activities in Jaipur,Procurement Fraud,Closed,"A demonstration investigation record covering a procurement fraud incident in Jaipur, Rajasthan, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-02-16,2025-02-16,L0357,High
C0365,CASE-2025-0181,Payment Fraud Network Probe - Jaipur,Payment Fraud,Open,"This case tracks a suspected payment fraud matter reported in Jaipur, Rajasthan. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-05-20,2025-05-16,L0374,High
C0366,CASE-2025-0182,Major Organized Crime Case Linked to Surat Region,Major Organized Crime,Open,"Case file documenting a major organized crime investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-04-26,2025-04-25,L0208,High
C0367,CASE-2025-0183,Individual Cyber Fraud Ring Operating from Nagpur,Individual Cyber Fraud,Under Investigation,"A demonstration investigation record covering a individual cyber fraud incident in Nagpur, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-11-17,2025-11-17,L0238,Medium
C0368,CASE-2025-0184,Investigation into Assault Activities in Ahmedabad,Assault,Closed,"This case tracks a suspected assault matter reported in Ahmedabad, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-10-01,2025-09-27,L0382,Medium
C0369,CASE-2026-0001,Lucknow Unauthorized Access Case,Unauthorized Access,Pending Review,"investigation into suspected unauthorized access activity centered around Lucknow, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-06-08,2026-06-04,L0294,Low
C0370,CASE-2026-0002,Investigation into Murder Investigation Activities in Pune,Murder Investigation,Under Investigation,"investigation into suspected murder investigation activity centered around Pune, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-04-29,2026-04-27,L0598,Critical
C0371,CASE-2026-0003,Identity Fraud Investigation - Pune Sector,Identity Fraud,Pending Review,"This case tracks a suspected identity fraud matter reported in Pune, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-31,2026-03-29,L0081,Medium
C0372,CASE-2026-0004,Nashik-based Money Laundering Investigation Inquiry,Money Laundering Investigation,Under Investigation,"record of a money laundering investigation case based in Nashik, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-07-30,2026-07-28,L0272,Critical
C0373,CASE-2026-0005,Payment Fraud Case Linked to Kochi Region,Payment Fraud,Open,"This case tracks a suspected payment fraud matter reported in Kochi, Kerala. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-08-10,2026-08-06,L0295,Medium
C0374,CASE-2026-0006,Banking Fraud Investigation - Chennai Sector,Banking Fraud,Open,"A demonstration investigation record covering a banking fraud incident in Chennai, Tamil Nadu, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-05-31,2026-05-26,L0078,Critical
C0375,CASE-2026-0007,Investigation into Corporate Fraud Activities in Jaipur,Corporate Fraud,Under Investigation,"Case file documenting a corporate fraud investigation originating in Jaipur, Rajasthan, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-04-21,2026-04-19,L0370,Low
C0376,CASE-2026-0008,Investigation into Document Fraud Activities in Delhi,Document Fraud,Open,"A demonstration investigation record covering a document fraud incident in Delhi, Delhi, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-01-08,2026-01-06,L0544,High
C0377,CASE-2026-0009,Minor Fraud Investigation - Hyderabad Sector,Minor Fraud,Closed,"investigation into suspected minor fraud activity centered around Hyderabad, Telangana, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-02-24,2026-02-19,L0419,Low
C0378,CASE-2026-0010,Identity Fraud Ring Operating from Indore,Identity Fraud,Closed,"Case file documenting a identity fraud investigation originating in Indore, Madhya Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-04-08,2026-04-05,L0158,Medium
C0379,CASE-2026-0011,Theft Ring Operating from Hyderabad,Theft,Pending Review,"This case tracks a suspected theft matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-06-19,2026-06-16,L0069,Low
C0380,CASE-2026-0012,Banking Fraud Case Linked to Lucknow Region,Banking Fraud,Closed,"This case tracks a suspected banking fraud matter reported in Lucknow, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-24,2026-03-19,L0504,Critical
C0381,CASE-2026-0013,Investigation into Data Theft Activities in Nagpur,Data Theft,Under Investigation,"Case file documenting a data theft investigation originating in Nagpur, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-01-16,2026-01-12,L0216,Medium
C0382,CASE-2026-0014,Assault Case Linked to Coimbatore Region,Assault,Pending Review,"This case tracks a suspected assault matter reported in Coimbatore, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-10,2026-03-10,L0358,High
C0383,CASE-2026-0015,Bhopal-based Money Laundering Investigation Inquiry,Money Laundering Investigation,Closed,"This case tracks a suspected money laundering investigation matter reported in Bhopal, Madhya Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-04-06,2026-04-06,L0414,Critical
