truth_id,source_entity,relationship,target_entity,is_true,synthetic_flag
TRUTH-004683,PERSON-002999,SUSPECT_IN,CASE-000600,true,true
TRUTH-004684,PERSON-002517,SUSPECT_IN,CASE-000600,true,true
TRUTH-004685,PERSON-000703,SUSPECT_IN,CASE-000600,true,true
TRUTH-004686,PERSON-002020,OBSERVED_IN,CASE-000600,true,true
TRUTH-004687,PERSON-000538,OBSERVED_IN,CASE-000600,true,true
TRUTH-004688,PERSON-001544,OBSERVED_IN,CASE-000600,true,true
TRUTH-004689,PERSON-001992,OBSERVED_IN,CASE-000600,true,true
TRUTH-004690,PERSON-000083,OBSERVED_IN,CASE-000600,true,true
TRUTH-004691,PERSON-000245,SUSPECT_IN,CASE-000601,true,true
TRUTH-004692,PERSON-001747,SUSPECT_IN,CASE-000601,true,true
TRUTH-004693,PERSON-001334,SUSPECT_IN,CASE-000601,true,true
TRUTH-004694,PERSON-000825,SUSPECT_IN,CASE-000601,true,true
TRUTH-004695,PERSON-001691,SUSPECT_IN,CASE-000601,true,true
TRUTH-004696,PERSON-002397,SUSPECT_IN,CASE-000601,true,true
TRUTH-004697,PERSON-001578,OBSERVED_IN,CASE-000601,true,true
TRUTH-004698,PERSON-000943,OBSERVED_IN,CASE-000601,true,true
TRUTH-004699,PERSON-001780,OBSERVED_IN,CASE-000601,true,true
TRUTH-004700,PERSON-002408,OBSERVED_IN,CASE-000601,true,true
TRUTH-004701,PERSON-001478,SUSPECT_IN,CASE-000602,true,true
TRUTH-004702,PERSON-001686,SUSPECT_IN,CASE-000602,true,true
TRUTH-004703,PERSON-002377,SUSPECT_IN,CASE-000602,true,true
TRUTH-004704,PERSON-000683,OBSERVED_IN,CASE-000602,true,true
TRUTH-004705,PERSON-002764,OBSERVED_IN,CASE-000602,true,true
TRUTH-004706,PERSON-002653,OBSERVED_IN,CASE-000602,true,true
TRUTH-004707,PERSON-002124,OBSERVED_IN,CASE-000602,true,true
TRUTH-004708,PERSON-001311,OBSERVED_IN,CASE-000602,true,true
TRUTH-004709,PERSON-001860,OBSERVED_IN,CASE-000602,true,true
TRUTH-004710,PERSON-000146,SUSPECT_IN,CASE-000603,true,true
TRUTH-004711,PERSON-001670,SUSPECT_IN,CASE-000603,true,true
TRUTH-004712,PERSON-001210,SUSPECT_IN,CASE-000603,true,true
TRUTH-004713,PERSON-000351,SUSPECT_IN,CASE-000603,true,true
TRUTH-004714,PERSON-001992,SUSPECT_IN,CASE-000603,true,true
TRUTH-004715,PERSON-001041,OBSERVED_IN,CASE-000603,true,true
TRUTH-004716,PERSON-001558,OBSERVED_IN,CASE-000603,true,true
TRUTH-004717,PERSON-001589,OBSERVED_IN,CASE-000603,true,true
TRUTH-004718,PERSON-001667,SUSPECT_IN,CASE-000604,true,true
TRUTH-004719,PERSON-001589,SUSPECT_IN,CASE-000604,true,true
TRUTH-004720,PERSON-000146,SUSPECT_IN,CASE-000604,true,true
TRUTH-004721,PERSON-001670,OBSERVED_IN,CASE-000604,true,true
TRUTH-004722,PERSON-002750,OBSERVED_IN,CASE-000604,true,true
TRUTH-004723,PERSON-001041,OBSERVED_IN,CASE-000604,true,true
TRUTH-004724,PERSON-002408,SUSPECT_IN,CASE-000605,true,true
TRUTH-004725,PERSON-000260,SUSPECT_IN,CASE-000605,true,true
TRUTH-004726,PERSON-001578,SUSPECT_IN,CASE-000605,true,true
TRUTH-004727,PERSON-001029,SUSPECT_IN,CASE-000605,true,true
TRUTH-004728,PERSON-000825,SUSPECT_IN,CASE-000605,true,true
TRUTH-004729,PERSON-001610,SUSPECT_IN,CASE-000605,true,true
TRUTH-004730,PERSON-001334,OBSERVED_IN,CASE-000605,true,true
TRUTH-004731,PERSON-002393,OBSERVED_IN,CASE-000605,true,true
TRUTH-004732,PERSON-000374,OBSERVED_IN,CASE-000605,true,true
TRUTH-004733,PERSON-000506,SUSPECT_IN,CASE-000606,true,true
TRUTH-004734,PERSON-001873,SUSPECT_IN,CASE-000606,true,true
TRUTH-004735,PERSON-001326,SUSPECT_IN,CASE-000606,true,true
TRUTH-004736,PERSON-002450,SUSPECT_IN,CASE-000606,true,true
TRUTH-004737,PERSON-001894,SUSPECT_IN,CASE-000606,true,true
TRUTH-004738,PERSON-000063,SUSPECT_IN,CASE-000606,true,true
TRUTH-004739,PERSON-002039,OBSERVED_IN,CASE-000606,true,true
TRUTH-004740,PERSON-000769,OBSERVED_IN,CASE-000606,true,true
TRUTH-004741,PERSON-000405,OBSERVED_IN,CASE-000606,true,true
TRUTH-004742,PERSON-002879,OBSERVED_IN,CASE-000606,true,true
TRUTH-004743,PERSON-002457,OBSERVED_IN,CASE-000606,true,true
TRUTH-004744,PERSON-002574,SUSPECT_IN,CASE-000607,true,true
TRUTH-004745,PERSON-001259,SUSPECT_IN,CASE-000607,true,true
TRUTH-004746,PERSON-002757,SUSPECT_IN,CASE-000607,true,true
TRUTH-004747,PERSON-000072,SUSPECT_IN,CASE-000607,true,true
TRUTH-004748,PERSON-000850,OBSERVED_IN,CASE-000607,true,true
TRUTH-004749,PERSON-001861,OBSERVED_IN,CASE-000607,true,true
TRUTH-004750,PERSON-000081,OBSERVED_IN,CASE-000607,true,true
TRUTH-004751,PERSON-001589,OBSERVED_IN,CASE-000607,true,true
TRUTH-004752,PERSON-002408,SUSPECT_IN,CASE-000608,true,true
TRUTH-004753,PERSON-001780,SUSPECT_IN,CASE-000608,true,true
TRUTH-004754,PERSON-001747,SUSPECT_IN,CASE-000608,true,true
TRUTH-004755,PERSON-000822,SUSPECT_IN,CASE-000608,true,true
TRUTH-004756,PERSON-002304,OBSERVED_IN,CASE-000608,true,true
TRUTH-004757,PERSON-002846,OBSERVED_IN,CASE-000608,true,true
TRUTH-004758,PERSON-001334,SUSPECT_IN,CASE-000609,true,true
TRUTH-004759,PERSON-001780,SUSPECT_IN,CASE-000609,true,true
TRUTH-004760,PERSON-002393,SUSPECT_IN,CASE-000609,true,true
TRUTH-004761,PERSON-002304,SUSPECT_IN,CASE-000609,true,true
TRUTH-004762,PERSON-001747,SUSPECT_IN,CASE-000609,true,true
TRUTH-004763,PERSON-000374,OBSERVED_IN,CASE-000609,true,true
TRUTH-004764,PERSON-000943,OBSERVED_IN,CASE-000609,true,true
TRUTH-004765,PERSON-001847,OBSERVED_IN,CASE-000609,true,true
TRUTH-004766,PERSON-001691,OBSERVED_IN,CASE-000609,true,true
TRUTH-004767,PERSON-001210,SUSPECT_IN,CASE-000610,true,true
TRUTH-004768,PERSON-000351,SUSPECT_IN,CASE-000610,true,true
TRUTH-004769,PERSON-001589,SUSPECT_IN,CASE-000610,true,true
TRUTH-004770,PERSON-001667,SUSPECT_IN,CASE-000610,true,true
TRUTH-004771,PERSON-000146,SUSPECT_IN,CASE-000610,true,true
TRUTH-004772,PERSON-002750,SUSPECT_IN,CASE-000610,true,true
TRUTH-004773,PERSON-001670,OBSERVED_IN,CASE-000610,true,true
TRUTH-004774,PERSON-001041,OBSERVED_IN,CASE-000610,true,true
TRUTH-004775,PERSON-001558,OBSERVED_IN,CASE-000610,true,true
TRUTH-004776,PERSON-002517,SUSPECT_IN,CASE-000611,true,true
TRUTH-004777,PERSON-001544,SUSPECT_IN,CASE-000611,true,true
TRUTH-004778,PERSON-001898,SUSPECT_IN,CASE-000611,true,true
TRUTH-004779,PERSON-002279,SUSPECT_IN,CASE-000611,true,true
TRUTH-004780,PERSON-002124,SUSPECT_IN,CASE-000611,true,true
TRUTH-004781,PERSON-000621,OBSERVED_IN,CASE-000611,true,true
TRUTH-004782,PERSON-000120,OBSERVED_IN,CASE-000611,true,true
TRUTH-004783,PERSON-002873,OBSERVED_IN,CASE-000611,true,true
TRUTH-004784,PERSON-001311,SUSPECT_IN,CASE-000612,true,true
TRUTH-004785,PERSON-000022,SUSPECT_IN,CASE-000612,true,true
TRUTH-004786,PERSON-000193,OBSERVED_IN,CASE-000612,true,true
TRUTH-004787,PERSON-001861,OBSERVED_IN,CASE-000612,true,true
TRUTH-004788,PERSON-002725,OBSERVED_IN,CASE-000612,true,true
TRUTH-004789,PERSON-001846,OBSERVED_IN,CASE-000612,true,true
TRUTH-004790,PERSON-002901,OBSERVED_IN,CASE-000612,true,true
TRUTH-004791,PERSON-002160,OBSERVED_IN,CASE-000612,true,true
TRUTH-004792,PERSON-000072,OBSERVED_IN,CASE-000612,true,true
TRUTH-004793,PERSON-001578,SUSPECT_IN,CASE-000613,true,true
TRUTH-004794,PERSON-001334,SUSPECT_IN,CASE-000613,true,true
TRUTH-004795,PERSON-002304,SUSPECT_IN,CASE-000613,true,true
TRUTH-004796,PERSON-000499,SUSPECT_IN,CASE-000613,true,true
TRUTH-004797,PERSON-000488,SUSPECT_IN,CASE-000613,true,true
TRUTH-004798,PERSON-002397,OBSERVED_IN,CASE-000613,true,true
TRUTH-004799,PERSON-002122,SUSPECT_IN,CASE-000614,true,true
TRUTH-004800,PERSON-000233,SUSPECT_IN,CASE-000614,true,true
TRUTH-004801,PERSON-002964,SUSPECT_IN,CASE-000614,true,true
TRUTH-004802,PERSON-000144,OBSERVED_IN,CASE-000614,true,true
TRUTH-004803,PERSON-000492,OBSERVED_IN,CASE-000614,true,true
TRUTH-004804,PERSON-000305,OBSERVED_IN,CASE-000614,true,true
TRUTH-004805,PERSON-002821,SUSPECT_IN,CASE-000615,true,true
TRUTH-004806,PERSON-000792,SUSPECT_IN,CASE-000615,true,true
TRUTH-004807,PERSON-002060,SUSPECT_IN,CASE-000615,true,true
TRUTH-004808,PERSON-001558,SUSPECT_IN,CASE-000615,true,true
TRUTH-004809,PERSON-000484,SUSPECT_IN,CASE-000615,true,true
TRUTH-004810,PERSON-001474,OBSERVED_IN,CASE-000615,true,true
TRUTH-004811,PERSON-001262,OBSERVED_IN,CASE-000615,true,true
TRUTH-004812,PERSON-000267,OBSERVED_IN,CASE-000615,true,true
TRUTH-004813,PERSON-000440,OBSERVED_IN,CASE-000615,true,true
TRUTH-004814,PERSON-001757,OBSERVED_IN,CASE-000615,true,true
TRUTH-004815,PERSON-000792,SUSPECT_IN,CASE-000616,true,true
TRUTH-004816,PERSON-000440,SUSPECT_IN,CASE-000616,true,true
TRUTH-004817,PERSON-001757,SUSPECT_IN,CASE-000616,true,true
TRUTH-004818,PERSON-001212,SUSPECT_IN,CASE-000616,true,true
TRUTH-004819,PERSON-000180,OBSERVED_IN,CASE-000616,true,true
TRUTH-004820,PERSON-001558,OBSERVED_IN,CASE-000616,true,true
TRUTH-004821,PERSON-002821,OBSERVED_IN,CASE-000616,true,true
TRUTH-004822,PERSON-001262,OBSERVED_IN,CASE-000616,true,true
TRUTH-004823,PERSON-000120,SUSPECT_IN,CASE-000617,true,true
TRUTH-004824,PERSON-001540,SUSPECT_IN,CASE-000617,true,true
TRUTH-004825,PERSON-002873,SUSPECT_IN,CASE-000617,true,true
TRUTH-004826,PERSON-000957,SUSPECT_IN,CASE-000617,true,true
TRUTH-004827,PERSON-002517,OBSERVED_IN,CASE-000617,true,true
TRUTH-004828,PERSON-001898,OBSERVED_IN,CASE-000617,true,true
TRUTH-004829,PERSON-000083,OBSERVED_IN,CASE-000617,true,true
TRUTH-004830,PERSON-000357,OBSERVED_IN,CASE-000617,true,true
TRUTH-004831,PERSON-001205,OBSERVED_IN,CASE-000617,true,true
TRUTH-004832,PERSON-002675,SUSPECT_IN,CASE-000618,true,true
TRUTH-004833,PERSON-002715,SUSPECT_IN,CASE-000618,true,true
TRUTH-004834,PERSON-001664,OBSERVED_IN,CASE-000618,true,true
TRUTH-004835,PERSON-001343,OBSERVED_IN,CASE-000618,true,true
TRUTH-004836,PERSON-000948,OBSERVED_IN,CASE-000618,true,true
TRUTH-004837,PERSON-000576,OBSERVED_IN,CASE-000618,true,true
TRUTH-004838,PERSON-002757,OBSERVED_IN,CASE-000618,true,true
TRUTH-004839,PERSON-000584,OBSERVED_IN,CASE-000618,true,true
TRUTH-004840,PERSON-000120,SUSPECT_IN,CASE-000619,true,true
TRUTH-004841,PERSON-000440,SUSPECT_IN,CASE-000619,true,true
TRUTH-004842,PERSON-002745,OBSERVED_IN,CASE-000619,true,true
TRUTH-004843,PERSON-001540,OBSERVED_IN,CASE-000619,true,true
TRUTH-004844,PERSON-000921,OBSERVED_IN,CASE-000619,true,true
TRUTH-004845,PERSON-002846,SUSPECT_IN,CASE-000620,true,true
TRUTH-004846,PERSON-002408,SUSPECT_IN,CASE-000620,true,true
TRUTH-004847,PERSON-001747,OBSERVED_IN,CASE-000620,true,true
TRUTH-004848,PERSON-001029,OBSERVED_IN,CASE-000620,true,true
TRUTH-004849,PERSON-002704,SUSPECT_IN,CASE-000621,true,true
TRUTH-004850,PERSON-000997,SUSPECT_IN,CASE-000621,true,true
TRUTH-004851,PERSON-000604,OBSERVED_IN,CASE-000621,true,true
TRUTH-004852,PERSON-001908,OBSERVED_IN,CASE-000621,true,true
TRUTH-004853,PERSON-000647,OBSERVED_IN,CASE-000621,true,true
TRUTH-004854,PERSON-001258,OBSERVED_IN,CASE-000621,true,true
TRUTH-004855,PERSON-000599,OBSERVED_IN,CASE-000621,true,true
TRUTH-004856,PERSON-001259,SUSPECT_IN,CASE-000622,true,true
TRUTH-004857,PERSON-002574,SUSPECT_IN,CASE-000622,true,true
TRUTH-004858,PERSON-000863,SUSPECT_IN,CASE-000622,true,true
TRUTH-004859,PERSON-001861,SUSPECT_IN,CASE-000622,true,true
TRUTH-004860,PERSON-002757,SUSPECT_IN,CASE-000622,true,true
TRUTH-004861,PERSON-000049,SUSPECT_IN,CASE-000622,true,true
TRUTH-004862,PERSON-000850,OBSERVED_IN,CASE-000622,true,true
TRUTH-004863,PERSON-000063,OBSERVED_IN,CASE-000622,true,true
TRUTH-004864,PERSON-001589,OBSERVED_IN,CASE-000622,true,true
TRUTH-004865,PERSON-002715,SUSPECT_IN,CASE-000623,true,true
TRUTH-004866,PERSON-001664,SUSPECT_IN,CASE-000623,true,true
TRUTH-004867,PERSON-001315,OBSERVED_IN,CASE-000623,true,true
TRUTH-004868,PERSON-002757,OBSERVED_IN,CASE-000623,true,true
TRUTH-004869,PERSON-001343,OBSERVED_IN,CASE-000623,true,true
TRUTH-004870,PERSON-001071,SUSPECT_IN,CASE-000624,true,true
TRUTH-004871,PERSON-000613,SUSPECT_IN,CASE-000624,true,true
TRUTH-004872,PERSON-001425,SUSPECT_IN,CASE-000624,true,true
TRUTH-004873,PERSON-000822,SUSPECT_IN,CASE-000624,true,true
TRUTH-004874,PERSON-001578,OBSERVED_IN,CASE-000624,true,true
TRUTH-004875,PERSON-002986,OBSERVED_IN,CASE-000624,true,true
TRUTH-004876,PERSON-002060,SUSPECT_IN,CASE-000625,true,true
TRUTH-004877,PERSON-000274,SUSPECT_IN,CASE-000625,true,true
TRUTH-004878,PERSON-001115,OBSERVED_IN,CASE-000625,true,true
TRUTH-004879,PERSON-000540,OBSERVED_IN,CASE-000625,true,true
TRUTH-004880,PERSON-000488,SUSPECT_IN,CASE-000626,true,true
TRUTH-004881,PERSON-001544,SUSPECT_IN,CASE-000626,true,true
TRUTH-004882,PERSON-000120,SUSPECT_IN,CASE-000626,true,true
TRUTH-004883,PERSON-000357,SUSPECT_IN,CASE-000626,true,true
TRUTH-004884,PERSON-000083,SUSPECT_IN,CASE-000626,true,true
TRUTH-004885,PERSON-002887,SUSPECT_IN,CASE-000626,true,true
TRUTH-004886,PERSON-002517,OBSERVED_IN,CASE-000626,true,true
TRUTH-004887,PERSON-002279,OBSERVED_IN,CASE-000626,true,true
TRUTH-004888,PERSON-001965,OBSERVED_IN,CASE-000626,true,true
TRUTH-004889,PERSON-000863,OBSERVED_IN,CASE-000626,true,true
TRUTH-004890,PERSON-002999,OBSERVED_IN,CASE-000626,true,true
TRUTH-004891,PERSON-000765,OBSERVED_IN,CASE-000626,true,true
TRUTH-004892,PERSON-002745,OBSERVED_IN,CASE-000626,true,true
TRUTH-004893,PERSON-001830,SUSPECT_IN,CASE-000627,true,true
TRUTH-004894,PERSON-000144,SUSPECT_IN,CASE-000627,true,true
TRUTH-004895,PERSON-002920,SUSPECT_IN,CASE-000627,true,true
TRUTH-004896,PERSON-001478,OBSERVED_IN,CASE-000627,true,true
TRUTH-004897,PERSON-001615,OBSERVED_IN,CASE-000627,true,true
TRUTH-004898,PERSON-000302,OBSERVED_IN,CASE-000627,true,true
TRUTH-004899,PERSON-000489,OBSERVED_IN,CASE-000627,true,true
TRUTH-004900,PERSON-000305,OBSERVED_IN,CASE-000627,true,true
TRUTH-004901,PERSON-002771,SUSPECT_IN,CASE-000628,true,true
TRUTH-004902,PERSON-001262,SUSPECT_IN,CASE-000628,true,true
TRUTH-004903,PERSON-000181,OBSERVED_IN,CASE-000628,true,true
TRUTH-004904,PERSON-001369,OBSERVED_IN,CASE-000628,true,true
TRUTH-004905,PERSON-002132,OBSERVED_IN,CASE-000628,true,true
TRUTH-004906,PERSON-000765,SUSPECT_IN,CASE-000629,true,true
TRUTH-004907,PERSON-001898,SUSPECT_IN,CASE-000629,true,true
TRUTH-004908,PERSON-002020,OBSERVED_IN,CASE-000629,true,true
TRUTH-004909,PERSON-002517,OBSERVED_IN,CASE-000629,true,true
TRUTH-004910,PERSON-000921,OBSERVED_IN,CASE-000629,true,true
TRUTH-004911,PERSON-001992,OBSERVED_IN,CASE-000629,true,true
TRUTH-004912,PERSON-001543,OBSERVED_IN,CASE-000629,true,true
TRUTH-004913,PERSON-002999,OBSERVED_IN,CASE-000629,true,true
TRUTH-004914,PERSON-000488,OBSERVED_IN,CASE-000629,true,true
TRUTH-004915,PERSON-000921,SUSPECT_IN,CASE-000630,true,true
TRUTH-004916,PERSON-001054,SUSPECT_IN,CASE-000630,true,true
TRUTH-004917,PERSON-002020,OBSERVED_IN,CASE-000630,true,true
TRUTH-004918,PERSON-001544,OBSERVED_IN,CASE-000630,true,true
TRUTH-004919,PERSON-002873,OBSERVED_IN,CASE-000630,true,true
TRUTH-004920,PERSON-000863,OBSERVED_IN,CASE-000630,true,true
TRUTH-004921,PERSON-001543,OBSERVED_IN,CASE-000630,true,true
TRUTH-004922,PERSON-000765,OBSERVED_IN,CASE-000630,true,true
TRUTH-004923,PERSON-001205,OBSERVED_IN,CASE-000630,true,true
TRUTH-004924,PERSON-000850,SUSPECT_IN,CASE-000631,true,true
TRUTH-004925,PERSON-001965,SUSPECT_IN,CASE-000631,true,true
TRUTH-004926,PERSON-001861,OBSERVED_IN,CASE-000631,true,true
TRUTH-004927,PERSON-001589,OBSERVED_IN,CASE-000631,true,true
TRUTH-004928,PERSON-002574,OBSERVED_IN,CASE-000631,true,true
TRUTH-004929,PERSON-001259,OBSERVED_IN,CASE-000631,true,true
TRUTH-004930,PERSON-000074,SUSPECT_IN,CASE-000632,true,true
TRUTH-004931,PERSON-002004,SUSPECT_IN,CASE-000632,true,true
TRUTH-004932,PERSON-002499,SUSPECT_IN,CASE-000632,true,true
TRUTH-004933,PERSON-000022,SUSPECT_IN,CASE-000632,true,true
TRUTH-004934,PERSON-000405,OBSERVED_IN,CASE-000632,true,true
TRUTH-004935,PERSON-001131,OBSERVED_IN,CASE-000632,true,true
TRUTH-004936,PERSON-002558,OBSERVED_IN,CASE-000632,true,true
TRUTH-004937,PERSON-002215,OBSERVED_IN,CASE-000632,true,true
TRUTH-004938,PERSON-001115,SUSPECT_IN,CASE-000633,true,true
TRUTH-004939,PERSON-001043,SUSPECT_IN,CASE-000633,true,true
TRUTH-004940,PERSON-001558,OBSERVED_IN,CASE-000633,true,true
TRUTH-004941,PERSON-002821,OBSERVED_IN,CASE-000633,true,true
TRUTH-004942,PERSON-001610,OBSERVED_IN,CASE-000633,true,true
TRUTH-004943,PERSON-002900,OBSERVED_IN,CASE-000633,true,true
TRUTH-004944,PERSON-001757,OBSERVED_IN,CASE-000633,true,true
TRUTH-004945,PERSON-001965,SUSPECT_IN,CASE-000634,true,true
TRUTH-004946,PERSON-001992,SUSPECT_IN,CASE-000634,true,true
TRUTH-004947,PERSON-000863,SUSPECT_IN,CASE-000634,true,true
TRUTH-004948,PERSON-001521,SUSPECT_IN,CASE-000634,true,true
TRUTH-004949,PERSON-002999,OBSERVED_IN,CASE-000634,true,true
TRUTH-004950,PERSON-002745,OBSERVED_IN,CASE-000634,true,true
TRUTH-004951,PERSON-002279,OBSERVED_IN,CASE-000634,true,true
TRUTH-004952,PERSON-000904,SUSPECT_IN,CASE-000635,true,true
TRUTH-004953,PERSON-000576,SUSPECT_IN,CASE-000635,true,true
TRUTH-004954,PERSON-000584,SUSPECT_IN,CASE-000635,true,true
TRUTH-004955,PERSON-000634,SUSPECT_IN,CASE-000635,true,true
TRUTH-004956,PERSON-001664,OBSERVED_IN,CASE-000635,true,true
TRUTH-004957,PERSON-002998,OBSERVED_IN,CASE-000635,true,true
TRUTH-004958,PERSON-000948,OBSERVED_IN,CASE-000635,true,true
TRUTH-004959,PERSON-001315,OBSERVED_IN,CASE-000635,true,true
TRUTH-004960,PERSON-002757,OBSERVED_IN,CASE-000635,true,true
TRUTH-004961,PERSON-002499,SUSPECT_IN,CASE-000636,true,true
TRUTH-004962,PERSON-002331,SUSPECT_IN,CASE-000636,true,true
TRUTH-004963,PERSON-002087,SUSPECT_IN,CASE-000636,true,true
TRUTH-004964,PERSON-002689,SUSPECT_IN,CASE-000636,true,true
TRUTH-004965,PERSON-002275,SUSPECT_IN,CASE-000636,true,true
TRUTH-004966,PERSON-000979,OBSERVED_IN,CASE-000636,true,true
TRUTH-004967,PERSON-001397,OBSERVED_IN,CASE-000636,true,true
TRUTH-004968,PERSON-000850,SUSPECT_IN,CASE-000637,true,true
TRUTH-004969,PERSON-002574,SUSPECT_IN,CASE-000637,true,true
TRUTH-004970,PERSON-000921,SUSPECT_IN,CASE-000637,true,true
TRUTH-004971,PERSON-001861,OBSERVED_IN,CASE-000637,true,true
TRUTH-004972,PERSON-001589,OBSERVED_IN,CASE-000637,true,true
TRUTH-004973,PERSON-000063,OBSERVED_IN,CASE-000637,true,true
TRUTH-004974,PERSON-000822,SUSPECT_IN,CASE-000638,true,true
TRUTH-004975,PERSON-001885,SUSPECT_IN,CASE-000638,true,true
TRUTH-004976,PERSON-002986,OBSERVED_IN,CASE-000638,true,true
TRUTH-004977,PERSON-002759,OBSERVED_IN,CASE-000638,true,true
TRUTH-004978,PERSON-001071,OBSERVED_IN,CASE-000638,true,true
TRUTH-004979,PERSON-000613,OBSERVED_IN,CASE-000638,true,true
TRUTH-004980,PERSON-002068,OBSERVED_IN,CASE-000638,true,true
TRUTH-004981,PERSON-001578,OBSERVED_IN,CASE-000638,true,true
TRUTH-004982,PERSON-001326,SUSPECT_IN,CASE-000639,true,true
TRUTH-004983,PERSON-000850,SUSPECT_IN,CASE-000639,true,true
TRUTH-004984,PERSON-000046,OBSERVED_IN,CASE-000639,true,true
TRUTH-004985,PERSON-002872,OBSERVED_IN,CASE-000639,true,true
TRUTH-004986,PERSON-002879,OBSERVED_IN,CASE-000639,true,true
TRUTH-004987,PERSON-001894,OBSERVED_IN,CASE-000639,true,true
TRUTH-004988,PERSON-000074,SUSPECT_IN,CASE-000640,true,true
TRUTH-004989,PERSON-000717,SUSPECT_IN,CASE-000640,true,true
TRUTH-004990,PERSON-002136,SUSPECT_IN,CASE-000640,true,true
TRUTH-004991,PERSON-000784,SUSPECT_IN,CASE-000640,true,true
TRUTH-004992,PERSON-002164,SUSPECT_IN,CASE-000640,true,true
TRUTH-004993,PERSON-001131,OBSERVED_IN,CASE-000640,true,true
TRUTH-004994,PERSON-000580,OBSERVED_IN,CASE-000640,true,true
TRUTH-004995,PERSON-002499,SUSPECT_IN,CASE-000641,true,true
TRUTH-004996,PERSON-000405,SUSPECT_IN,CASE-000641,true,true
TRUTH-004997,PERSON-000397,SUSPECT_IN,CASE-000641,true,true
TRUTH-004998,PERSON-000154,SUSPECT_IN,CASE-000641,true,true
TRUTH-004999,PERSON-000904,SUSPECT_IN,CASE-000641,true,true
TRUTH-005000,PERSON-000074,OBSERVED_IN,CASE-000641,true,true
TRUTH-005001,PERSON-002558,OBSERVED_IN,CASE-000641,true,true
TRUTH-005002,PERSON-000032,SUSPECT_IN,CASE-000642,true,true
TRUTH-005003,PERSON-002068,SUSPECT_IN,CASE-000642,true,true
TRUTH-005004,PERSON-000473,SUSPECT_IN,CASE-000642,true,true
TRUTH-005005,PERSON-002737,SUSPECT_IN,CASE-000642,true,true
TRUTH-005006,PERSON-000042,SUSPECT_IN,CASE-000642,true,true
TRUTH-005007,PERSON-000682,SUSPECT_IN,CASE-000642,true,true
TRUTH-005008,PERSON-000165,OBSERVED_IN,CASE-000642,true,true
TRUTH-005009,PERSON-001543,SUSPECT_IN,CASE-000643,true,true
TRUTH-005010,PERSON-002745,SUSPECT_IN,CASE-000643,true,true
TRUTH-005011,PERSON-001540,SUSPECT_IN,CASE-000643,true,true
TRUTH-005012,PERSON-002999,SUSPECT_IN,CASE-000643,true,true
TRUTH-005013,PERSON-001205,SUSPECT_IN,CASE-000643,true,true
TRUTH-005014,PERSON-001043,SUSPECT_IN,CASE-000643,true,true
TRUTH-005015,PERSON-002020,OBSERVED_IN,CASE-000643,true,true
TRUTH-005016,PERSON-001965,OBSERVED_IN,CASE-000643,true,true
TRUTH-005017,PERSON-001311,SUSPECT_IN,CASE-000644,true,true
TRUTH-005018,PERSON-000072,SUSPECT_IN,CASE-000644,true,true
TRUTH-005019,PERSON-002507,SUSPECT_IN,CASE-000644,true,true
TRUTH-005020,PERSON-001846,SUSPECT_IN,CASE-000644,true,true
TRUTH-005021,PERSON-001478,OBSERVED_IN,CASE-000644,true,true
TRUTH-005022,PERSON-001861,OBSERVED_IN,CASE-000644,true,true
TRUTH-005023,PERSON-000484,OBSERVED_IN,CASE-000644,true,true
TRUTH-005024,PERSON-000676,OBSERVED_IN,CASE-000644,true,true
TRUTH-005025,PERSON-002901,OBSERVED_IN,CASE-000644,true,true
TRUTH-005026,PERSON-001679,SUSPECT_IN,CASE-000645,true,true
TRUTH-005027,PERSON-000906,SUSPECT_IN,CASE-000645,true,true
TRUTH-005028,PERSON-001112,OBSERVED_IN,CASE-000645,true,true
TRUTH-005029,PERSON-001007,OBSERVED_IN,CASE-000645,true,true
TRUTH-005030,PERSON-002442,OBSERVED_IN,CASE-000645,true,true
TRUTH-005031,PERSON-000272,OBSERVED_IN,CASE-000645,true,true
TRUTH-005032,PERSON-002728,OBSERVED_IN,CASE-000645,true,true
TRUTH-005033,PERSON-000524,OBSERVED_IN,CASE-000645,true,true
TRUTH-005034,PERSON-002998,SUSPECT_IN,CASE-000646,true,true
TRUTH-005035,PERSON-001664,SUSPECT_IN,CASE-000646,true,true
TRUTH-005036,PERSON-000948,SUSPECT_IN,CASE-000646,true,true
TRUTH-005037,PERSON-000260,SUSPECT_IN,CASE-000646,true,true
TRUTH-005038,PERSON-002675,OBSERVED_IN,CASE-000646,true,true
TRUTH-005039,PERSON-001343,OBSERVED_IN,CASE-000646,true,true
TRUTH-005040,PERSON-002835,OBSERVED_IN,CASE-000646,true,true
TRUTH-005041,PERSON-002757,OBSERVED_IN,CASE-000646,true,true
TRUTH-005042,PERSON-000697,OBSERVED_IN,CASE-000646,true,true
TRUTH-005043,PERSON-001803,SUSPECT_IN,CASE-000647,true,true
TRUTH-005044,PERSON-001670,SUSPECT_IN,CASE-000647,true,true
TRUTH-005045,PERSON-000862,OBSERVED_IN,CASE-000647,true,true
TRUTH-005046,PERSON-000846,OBSERVED_IN,CASE-000647,true,true
TRUTH-005047,PERSON-000823,OBSERVED_IN,CASE-000647,true,true
TRUTH-005048,PERSON-001701,OBSERVED_IN,CASE-000647,true,true
TRUTH-005049,PERSON-000092,SUSPECT_IN,CASE-000648,true,true
